date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-12-13,PBH,departure,07:10,KTM Kathmandu,KB400,Drukair,1h 15m,2026-02-14T15:55:41.281707
2026-12-13,PBH,departure,07:15,YON Trashigang,KB30,Drukair,0h 45m,2026-02-14T15:55:41.409821
2026-12-13,PBH,departure,07:50,KTM Kathmandu,B3771,Bhutan Airlines,1h 20m,2026-02-14T15:55:41.540694
2026-12-13,PBH,departure,09:40,DEL Delhi,KB200,Drukair,2h 20m,2026-02-14T15:55:41.670788
2026-12-13,PBH,departure,09:55,BUT Jakar,KB10,Drukair,0h 35m,2026-02-14T15:55:41.805271
2026-12-13,PBH,departure,10:35,CCU Kolkata,B3700,Bhutan Airlines,1h 10m,2026-02-14T15:55:41.935614
2026-12-13,PBH,departure,11:30,DEL Delhi,B3773,Bhutan Airlines,2h 20m,2026-02-14T15:55:42.068491
2026-12-13,PBH,departure,16:20,GAU Guwahati,KB140,Drukair,0h 45m,2026-02-14T15:55:42.199312
2026-12-13,PBH,arrival,07:10,DEL Delhi,B3774,Bhutan Airlines,2h 10m,2026-02-14T15:55:47.489926
2026-12-13,PBH,arrival,07:15,BKK Bangkok,KB153,Drukair,3h 15m,2026-02-14T15:55:47.638511
2026-12-13,PBH,arrival,09:25,YON Trashigang,KB31,Drukair,0h 45m,2026-02-14T15:55:47.769377
2026-12-13,PBH,arrival,09:55,CCU Kolkata,B3701,Bhutan Airlines,1h 0m,2026-02-14T15:55:47.898820
2026-12-13,PBH,arrival,10:30,KTM Kathmandu,KB401,Drukair,1h 5m,2026-02-14T15:55:48.033685
2026-12-13,PBH,arrival,10:50,KTM Kathmandu,B3772,Bhutan Airlines,1h 0m,2026-02-14T15:55:48.170413
2026-12-13,PBH,arrival,11:45,BUT Jakar,KB11,Drukair,0h 35m,2026-02-14T15:55:48.303812
2026-12-13,PBH,arrival,14:05,GAY Gaya,KB123,Drukair,1h 10m,2026-02-14T15:55:48.432900
2026-12-13,PBH,arrival,15:20,DEL Delhi,KB201,Drukair,2h 20m,2026-02-14T15:55:48.566530
2026-12-13,PBH,arrival,16:45,GAU Guwahati,KB541,Drukair,0h 55m,2026-02-14T15:55:48.719250
