date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-10-25,PBH,departure,07:10,KTM Kathmandu,KB400,Drukair,1h 15m,2026-02-14T15:30:52.793644
2026-10-25,PBH,departure,07:15,YON Trashigang,KB30,Drukair,0h 45m,2026-02-14T15:30:52.926705
2026-10-25,PBH,departure,07:50,KTM Kathmandu,B3771,Bhutan Airlines,1h 20m,2026-02-14T15:30:53.057430
2026-10-25,PBH,departure,09:40,DEL Delhi,KB200,Drukair,2h 20m,2026-02-14T15:30:53.181229
2026-10-25,PBH,departure,09:45,BUT Jakar,KB10,Drukair,0h 35m,2026-02-14T15:30:53.312253
2026-10-25,PBH,departure,10:35,CCU Kolkata,B3700,Bhutan Airlines,1h 10m,2026-02-14T15:30:53.436530
2026-10-25,PBH,departure,11:30,DEL Delhi,B3773,Bhutan Airlines,2h 20m,2026-02-14T15:30:53.560714
2026-10-25,PBH,departure,11:50,BUT Jakar,KB12,Drukair,0h 35m,2026-02-14T15:30:53.685469
2026-10-25,PBH,departure,16:20,GAU Guwahati,KB140,Drukair,0h 45m,2026-02-14T15:30:53.810976
2026-10-25,PBH,arrival,07:10,DEL Delhi,B3774,Bhutan Airlines,2h 10m,2026-02-14T15:30:58.846573
2026-10-25,PBH,arrival,07:15,BKK Bangkok,KB153,Drukair,3h 15m,2026-02-14T15:30:58.989165
2026-10-25,PBH,arrival,09:15,YON Trashigang,KB31,Drukair,0h 45m,2026-02-14T15:30:59.117729
2026-10-25,PBH,arrival,09:55,CCU Kolkata,B3701,Bhutan Airlines,1h 0m,2026-02-14T15:30:59.247287
2026-10-25,PBH,arrival,10:30,KTM Kathmandu,KB401,Drukair,1h 5m,2026-02-14T15:30:59.373902
2026-10-25,PBH,arrival,10:50,KTM Kathmandu,B3772,Bhutan Airlines,1h 0m,2026-02-14T15:30:59.500760
2026-10-25,PBH,arrival,11:25,BUT Jakar,KB11,Drukair,0h 35m,2026-02-14T15:30:59.631409
2026-10-25,PBH,arrival,13:25,BUT Jakar,KB13,Drukair,0h 35m,2026-02-14T15:30:59.755753
2026-10-25,PBH,arrival,15:20,DEL Delhi,KB201,Drukair,2h 20m,2026-02-14T15:30:59.882676
2026-10-25,PBH,arrival,16:45,GAU Guwahati,KB541,Drukair,0h 55m,2026-02-14T15:31:00.012203
