date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-05-31,PBH,departure,07:10,KTM Kathmandu,KB400,Drukair,1h 15m,2026-02-14T14:26:01.667455
2026-05-31,PBH,departure,07:30,GLU Gelephu,KB50,Drukair,0h 40m,2026-02-14T14:26:01.852598
2026-05-31,PBH,departure,09:40,DEL Delhi,KB200,Drukair,2h 20m,2026-02-14T14:26:02.095925
2026-05-31,PBH,departure,10:40,DEL Delhi,B3773,Bhutan Airlines,2h 20m,2026-02-14T14:26:02.381043
2026-05-31,PBH,departure,11:15,BUT Jakar,KB10,Drukair,0h 35m,2026-02-14T14:26:02.608122
2026-05-31,PBH,arrival,09:55,CCU Kolkata,B3701,Bhutan Airlines,1h 0m,2026-02-14T14:26:07.916056
2026-05-31,PBH,arrival,10:30,KTM Kathmandu,KB401,Drukair,1h 5m,2026-02-14T14:26:08.097892
2026-05-31,PBH,arrival,10:40,YON Trashigang,KB51,Drukair,0h 45m,2026-02-14T14:26:08.296540
2026-05-31,PBH,arrival,13:00,BUT Jakar,KB11,Drukair,0h 35m,2026-02-14T14:26:08.479157
2026-05-31,PBH,arrival,15:20,DEL Delhi,KB201,Drukair,2h 20m,2026-02-14T14:26:08.690669
2026-05-31,PBH,arrival,16:10,DEL Delhi,B3774,Bhutan Airlines,2h 10m,2026-02-14T14:26:08.898596
2026-05-31,PBH,arrival,16:45,GAU Guwahati,KB541,Drukair,0h 55m,2026-02-14T14:26:09.084895
