date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-11-06,PBH,departure,07:10,KTM Kathmandu,KB400,Drukair,1h 15m,2026-02-14T15:35:07.279690
2026-11-06,PBH,departure,07:50,KTM Kathmandu,B3771,Bhutan Airlines,1h 20m,2026-02-14T15:35:07.419433
2026-11-06,PBH,departure,08:00,BKK Bangkok,KB150,Drukair,3h 10m,2026-02-14T15:35:07.558574
2026-11-06,PBH,departure,09:00,BUT Jakar,KB10,Drukair,0h 35m,2026-02-14T15:35:07.697694
2026-11-06,PBH,departure,09:40,DEL Delhi,KB200,Drukair,2h 20m,2026-02-14T15:35:07.833094
2026-11-06,PBH,departure,10:20,DXB Dubai,KB800,Drukair,5h 20m,2026-02-14T15:35:07.974047
2026-11-06,PBH,departure,10:35,CCU Kolkata,B3700,Bhutan Airlines,1h 10m,2026-02-14T15:35:08.118396
2026-11-06,PBH,departure,11:20,CCU Kolkata,KB210,Drukair,1h 30m,2026-02-14T15:35:08.255502
2026-11-06,PBH,departure,11:30,DAC Dhaka,KB300,Drukair,1h 10m,2026-02-14T15:35:08.388294
2026-11-06,PBH,departure,11:30,DEL Delhi,B3773,Bhutan Airlines,2h 20m,2026-02-14T15:35:08.537837
2026-11-06,PBH,departure,16:20,IXB Bagdogra,KB130,Drukair,0h 45m,2026-02-14T15:35:08.674557
2026-11-06,PBH,arrival,08:10,PBH Paro,KB400,Drukair,1h 15m,2026-02-14T15:35:14.038315
2026-11-06,PBH,arrival,08:55,PBH Paro,B3771,Bhutan Airlines,1h 20m,2026-02-14T15:35:14.189447
2026-11-06,PBH,arrival,12:10,PBH Paro,KB150,Drukair,3h 10m,2026-02-14T15:35:14.320617
2026-11-06,PBH,arrival,09:35,PBH Paro,KB10,Drukair,0h 35m,2026-02-14T15:35:14.458592
2026-11-06,PBH,arrival,11:30,PBH Paro,KB200,Drukair,2h 20m,2026-02-14T15:35:14.592183
2026-11-06,PBH,arrival,13:40,PBH Paro,KB800,Drukair,5h 20m,2026-02-14T15:35:14.731833
2026-11-06,PBH,arrival,11:15,PBH Paro,B3700,Bhutan Airlines,1h 10m,2026-02-14T15:35:14.865254
2026-11-06,PBH,arrival,12:20,PBH Paro,KB210,Drukair,1h 30m,2026-02-14T15:35:15.008706
2026-11-06,PBH,arrival,12:40,PBH Paro,KB300,Drukair,1h 10m,2026-02-14T15:35:15.144114
2026-11-06,PBH,arrival,13:20,PBH Paro,B3773,Bhutan Airlines,2h 20m,2026-02-14T15:35:15.294011
2026-11-06,PBH,arrival,16:35,PBH Paro,KB130,Drukair,0h 45m,2026-02-14T15:35:15.423702
