date,airport,direction,time,destination,flight,airline,airline_source,duration,aircraft,page_date_verified,scraped_at
2026-03-30,BUT,departure,06:30,PBH Paro,KB13,Drukair,text,Duration: 0h 35m,,True,2026-02-18T12:46:44.719800
2026-03-30,BUT,arrival,11:35,PBH Paro,KB12,Drukair,text,Duration: 0h 35m,,True,2026-02-18T12:46:56.033728
