date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-04-19,MFM,departure,07:10,TPE Taipei,NX632,Air Macau,1h 45m,2026-02-13T20:05:11.845987
2026-04-19,MFM,departure,07:40,BKK Bangkok,NX996,Air Macau,2h 55m,2026-02-13T20:05:12.011103
2026-04-19,MFM,departure,08:10,PEK Beijing,NX6,Air Macau,3h 15m,2026-02-13T20:05:12.159875
2026-04-19,MFM,departure,08:20,KIX Osaka,NX856,Air Macau,3h 35m,2026-02-13T20:05:12.322723
2026-04-19,MFM,departure,08:35,ICN Seoul,NX822,Air Macau,3h 40m,2026-02-13T20:05:12.481819
2026-04-19,MFM,departure,09:30,NRT Tokyo,NX862,Air Macau,4h 30m,2026-02-13T20:05:12.625629
2026-04-19,MFM,departure,09:50,RMQ Shalu,NX672,Air Macau,1h 45m,2026-02-13T20:05:12.750108
2026-04-19,MFM,departure,10:25,SHA Shanghai,NX110,Air Macau,2h 40m,2026-02-13T20:05:12.880424
2026-04-19,MFM,departure,11:00,TPE Taipei,JX202,Starlux,1h 50m,2026-02-13T20:05:13.000118
2026-04-19,MFM,departure,11:35,PEK Beijing,NX2,Air Macau,3h 35m,2026-02-13T20:05:13.127088
2026-04-19,MFM,departure,11:45,CKG Chongqing,NX182,Air Macau,2h 35m,2026-02-13T20:05:13.248959
2026-04-19,MFM,departure,11:45,KHH Kaohsiung,BR830,EVA Air,1h 30m,2026-02-13T20:05:13.379268
2026-04-19,MFM,departure,11:50,SIN Singapore,NX908,Air Macau,4h 10m,2026-02-13T20:05:13.512366
2026-04-19,MFM,departure,11:50,PVG Shanghai,9C8876,Spring Airlines,2h 40m,2026-02-13T20:05:13.646348
2026-04-19,MFM,departure,11:55,TPE Taipei,NX612,Air Macau,1h 45m,2026-02-13T20:05:13.776750
2026-04-19,MFM,departure,12:10,HGH Hangzhou,NX226,Air Macau,2h 15m,2026-02-13T20:05:13.904263
2026-04-19,MFM,departure,12:20,TFU Chengdu,NX198,Air Macau,2h 30m,2026-02-13T20:05:14.032736
2026-04-19,MFM,departure,12:25,KHH Kaohsiung,NX668,Air Macau,1h 25m,2026-02-13T20:05:14.156501
2026-04-19,MFM,departure,12:35,BKK Bangkok,NX936,Air Macau,2h 45m,2026-02-13T20:05:14.279515
2026-04-19,MFM,departure,12:40,NKG Nanjing,NX128,Air Macau,2h 20m,2026-02-13T20:05:14.409669
2026-04-19,MFM,departure,12:50,NGB Ningbo,NX162,Air Macau,2h 5m,2026-02-13T20:05:14.540123
2026-04-19,MFM,departure,13:10,WUX Wuxi,ZH9098,Shenzhen Airlines,2h 40m,2026-02-13T20:05:14.669145
2026-04-19,MFM,departure,13:15,TPE Taipei,BR802,EVA Air,1h 45m,2026-02-13T20:05:14.791298
2026-04-19,MFM,departure,13:20,PVG Shanghai,NX136,Air Macau,2h 35m,2026-02-13T20:05:14.918590
2026-04-19,MFM,departure,13:25,PVG Shanghai,FM806,Shanghai Airlines,2h 40m,2026-02-13T20:05:15.057626
2026-04-19,MFM,departure,13:30,CZX Changzhou,NX108,Air Macau,2h 30m,2026-02-13T20:05:15.192955
2026-04-19,MFM,departure,13:35,WNZ Wenzhou,NX258,Air Macau,2h 0m,2026-02-13T20:05:15.323019
2026-04-19,MFM,departure,13:40,SHA Shanghai,FM818,Shanghai Airlines,2h 30m,2026-02-13T20:05:15.449022
2026-04-19,MFM,departure,13:50,ICN Seoul,7C6002,Jeju Air,3h 45m,2026-02-13T20:05:15.574070
2026-04-19,MFM,departure,14:10,ICN Seoul,KE2016,Korean Air,3h 50m,2026-02-13T20:05:15.697368
2026-04-19,MFM,departure,14:15,DMK Bangkok,FD763,Thai AirAsia,2h 45m,2026-02-13T20:05:15.818368
2026-04-19,MFM,departure,14:35,KUL Kuala Lumpur,AK189,AirAsia,3h 55m,2026-02-13T20:05:15.945504
2026-04-19,MFM,departure,14:45,NKG Nanjing,MU9798,China Eastern,2h 35m,2026-02-13T20:05:16.074670
2026-04-19,MFM,departure,14:45,DMK Bangkok,SL373,Thai Lion Air,2h 40m,2026-02-13T20:05:16.212726
2026-04-19,MFM,departure,15:00,XMN Xiamen,MF8682,XiamenAir,1h 20m,2026-02-13T20:05:16.365687
2026-04-19,MFM,departure,15:15,TAO Qingdao,NX22,Air Macau,3h 20m,2026-02-13T20:05:16.489691
2026-04-19,MFM,departure,15:20,PEK Beijing,NX10,Air Macau,3h 20m,2026-02-13T20:05:16.619337
2026-04-19,MFM,departure,15:55,PKX Beijing,CZ6082,China Southern,3h 20m,2026-02-13T20:05:16.740279
2026-04-19,MFM,departure,16:15,WUH Wuhan,CA120,Air China,1h 55m,2026-02-13T20:05:16.867786
2026-04-19,MFM,departure,16:45,PVG Shanghai,MU2008,China Eastern,2h 35m,2026-02-13T20:05:17.033217
2026-04-19,MFM,departure,16:50,WUX Wuxi,MU2962,China Eastern,2h 30m,2026-02-13T20:05:17.189944
2026-04-19,MFM,departure,17:15,PVG Shanghai,NX102,Air Macau,2h 30m,2026-02-13T20:05:17.307609
2026-04-19,MFM,departure,17:30,FOC Fuzhou,MF8672,XiamenAir,1h 50m,2026-02-13T20:05:17.447751
2026-04-19,MFM,departure,17:35,TPE Taipei,NX616,Air Macau,1h 40m,2026-02-13T20:05:17.569845
2026-04-19,MFM,departure,17:40,NKG Nanjing,ZH9090,Shenzhen Airlines,2h 30m,2026-02-13T20:05:17.696499
2026-04-19,MFM,departure,17:45,XMN Xiamen,NX132,Air Macau,1h 25m,2026-02-13T20:05:17.827973
2026-04-19,MFM,departure,17:50,PKX Beijing,MU2016,China Eastern,3h 5m,2026-02-13T20:05:17.950304
2026-04-19,MFM,departure,17:55,HGH Hangzhou,NX126,Air Macau,2h 30m,2026-02-13T20:05:18.078740
2026-04-19,MFM,departure,18:10,ICN Seoul,NX826,Air Macau,3h 35m,2026-02-13T20:05:18.203787
2026-04-19,MFM,departure,18:20,HGH Hangzhou,MF8720,XiamenAir,2h 10m,2026-02-13T20:05:18.329531
2026-04-19,MFM,departure,18:30,JJN Jinjiang,MF8660,XiamenAir,1h 30m,2026-02-13T20:05:18.457029
2026-04-19,MFM,departure,18:45,SIN Singapore,TR905,Scoot,3h 50m,2026-02-13T20:05:18.585610
2026-04-19,MFM,departure,18:50,DMK Bangkok,FD767,Thai AirAsia,2h 45m,2026-02-13T20:05:18.710588
2026-04-19,MFM,departure,18:55,KWE Guiyang,NX372,Air Macau,2h 5m,2026-02-13T20:05:18.832757
2026-04-19,MFM,departure,19:10,MNL Manila,Z293,Philippines AirAsia,2h 10m,2026-02-13T20:05:18.953219
2026-04-19,MFM,departure,19:15,PEK Beijing,NX8,Air Macau,3h 15m,2026-02-13T20:05:19.078950
2026-04-19,MFM,departure,19:15,RMQ Shalu,JX332,Starlux,1h 55m,2026-02-13T20:05:19.207808
2026-04-19,MFM,departure,19:20,SHA Shanghai,NX138,Air Macau,2h 20m,2026-02-13T20:05:19.335429
2026-04-19,MFM,departure,19:40,DAD Da Nang,NX978,Air Macau,1h 50m,2026-02-13T20:05:19.464947
2026-04-19,MFM,departure,19:45,BKK Bangkok,NX992,Air Macau,3h 5m,2026-02-13T20:05:19.588712
2026-04-19,MFM,departure,19:55,SHA Shanghai,MU2056,China Eastern,2h 25m,2026-02-13T20:05:19.711887
2026-04-19,MFM,departure,20:05,RMQ Shalu,NX674,Air Macau,1h 40m,2026-02-13T20:05:19.849005
2026-04-19,MFM,departure,20:10,TPE Taipei,BR806,EVA Air,1h 55m,2026-02-13T20:05:19.971424
2026-04-19,MFM,departure,20:20,SHA Shanghai,MU240,China Eastern,2h 35m,2026-02-13T20:05:20.097360
2026-04-19,MFM,departure,20:35,NGB Ningbo,NX166,Air Macau,2h 15m,2026-02-13T20:05:20.230715
2026-04-19,MFM,departure,20:40,TFU Chengdu,NX384,Air Macau,2h 25m,2026-02-13T20:05:20.384524
2026-04-19,MFM,departure,20:45,HGH Hangzhou,NX122,Air Macau,2h 15m,2026-02-13T20:05:20.512685
2026-04-19,MFM,departure,20:50,KUL Kuala Lumpur,AK187,AirAsia,3h 50m,2026-02-13T20:05:20.635838
2026-04-19,MFM,departure,20:50,TPE Taipei,JX206,Starlux,1h 50m,2026-02-13T20:05:20.764884
2026-04-19,MFM,departure,20:55,CGK Jakarta,NX910,Air Macau,4h 50m,2026-02-13T20:05:20.888240
2026-04-19,MFM,departure,21:05,HAN Hanoi,NX982,Air Macau,1h 40m,2026-02-13T20:05:21.022253
2026-04-19,MFM,departure,21:15,PVG Shanghai,HO1298,Juneyao Airlines,2h 25m,2026-02-13T20:05:21.142899
2026-04-19,MFM,departure,21:25,DAD Da Nang,NX986,Air Macau,1h 40m,2026-02-13T20:05:21.270203
2026-04-19,MFM,departure,21:45,PVG Shanghai,MU9992,China Eastern,3h 0m,2026-02-13T20:05:21.395468
2026-04-19,MFM,departure,21:50,KHH Kaohsiung,NX658,Air Macau,1h 25m,2026-02-13T20:05:21.525311
2026-04-19,MFM,departure,22:05,DMK Bangkok,SL371,Thai Lion Air,2h 45m,2026-02-13T20:05:21.648730
2026-04-19,MFM,departure,22:25,MNL Manila,5J363,Cebu Pacific,2h 20m,2026-02-13T20:05:21.782272
2026-04-19,MFM,arrival,00:20,DAD Da Nang,NX977,Air Macau,1h 30m,2026-02-13T20:05:30.333746
2026-04-19,MFM,arrival,02:00,HAN Hanoi,NX981,Air Macau,1h 55m,2026-02-13T20:05:30.474873
2026-04-19,MFM,arrival,02:20,DAD Da Nang,NX985,Air Macau,1h 45m,2026-02-13T20:05:30.612179
2026-04-19,MFM,arrival,02:30,BKK Bangkok,NX991,Air Macau,2h 45m,2026-02-13T20:05:30.758955
2026-04-19,MFM,arrival,10:00,TPE Taipei,JX201,Starlux,1h 55m,2026-02-13T20:05:30.915530
2026-04-19,MFM,arrival,10:35,KHH Kaohsiung,BR829,EVA Air,1h 35m,2026-02-13T20:05:31.059773
2026-04-19,MFM,arrival,10:40,KHH Kaohsiung,NX657,Air Macau,1h 40m,2026-02-13T20:05:31.198176
2026-04-19,MFM,arrival,10:45,RMQ Shalu,NX673,Air Macau,1h 35m,2026-02-13T20:05:31.332904
2026-04-19,MFM,arrival,10:45,ICN Seoul,NX825,Air Macau,3h 55m,2026-02-13T20:05:31.477179
2026-04-19,MFM,arrival,10:50,PVG Shanghai,9C8875,Spring Airlines,2h 40m,2026-02-13T20:05:31.626246
2026-04-19,MFM,arrival,10:50,NGB Ningbo,NX165,Air Macau,2h 20m,2026-02-13T20:05:31.808743
2026-04-19,MFM,arrival,10:55,KWE Guiyang,NX371,Air Macau,1h 55m,2026-02-13T20:05:31.947064
2026-04-19,MFM,arrival,11:30,HGH Hangzhou,NX121,Air Macau,2h 35m,2026-02-13T20:05:32.091939
2026-04-19,MFM,arrival,11:40,TPE Taipei,NX631,Air Macau,1h 55m,2026-02-13T20:05:32.229213
2026-04-19,MFM,arrival,11:50,TPE Taipei,BR801,EVA Air,1h 50m,2026-02-13T20:05:32.356781
2026-04-19,MFM,arrival,12:00,PEK Beijing,NX7,Air Macau,3h 35m,2026-02-13T20:05:32.484629
2026-04-19,MFM,arrival,12:10,WUX Wuxi,ZH9097,Shenzhen Airlines,2h 40m,2026-02-13T20:05:32.612675
2026-04-19,MFM,arrival,12:20,SHA Shanghai,NX137,Air Macau,2h 25m,2026-02-13T20:05:32.744250
2026-04-19,MFM,arrival,12:25,PVG Shanghai,FM805,Shanghai Airlines,2h 40m,2026-02-13T20:05:32.879060
2026-04-19,MFM,arrival,12:30,TFU Chengdu,NX381,Air Macau,2h 30m,2026-02-13T20:05:33.029611
2026-04-19,MFM,arrival,12:40,SHA Shanghai,FM817,Shanghai Airlines,2h 35m,2026-02-13T20:05:33.158488
2026-04-19,MFM,arrival,12:50,ICN Seoul,7C6001,Jeju Air,4h 0m,2026-02-13T20:05:33.291368
2026-04-19,MFM,arrival,12:50,CGK Jakarta,NX909,Air Macau,4h 50m,2026-02-13T20:05:33.414391
2026-04-19,MFM,arrival,13:05,ICN Seoul,KE2015,Korean Air,3h 40m,2026-02-13T20:05:33.542004
2026-04-19,MFM,arrival,13:35,NKG Nanjing,MU9797,China Eastern,3h 5m,2026-02-13T20:05:33.665433
2026-04-19,MFM,arrival,13:45,DMK Bangkok,FD762,Thai AirAsia,2h 50m,2026-02-13T20:05:33.796125
2026-04-19,MFM,arrival,13:50,DMK Bangkok,SL372,Thai Lion Air,2h 40m,2026-02-13T20:05:33.927562
2026-04-19,MFM,arrival,14:00,XMN Xiamen,MF8681,XiamenAir,1h 35m,2026-02-13T20:05:34.054742
2026-04-19,MFM,arrival,14:05,KUL Kuala Lumpur,AK188,AirAsia,4h 5m,2026-02-13T20:05:34.177691
2026-04-19,MFM,arrival,14:15,RMQ Shalu,NX671,Air Macau,1h 50m,2026-02-13T20:05:34.316925
2026-04-19,MFM,arrival,14:20,BKK Bangkok,NX995,Air Macau,2h 45m,2026-02-13T20:05:34.450522
2026-04-19,MFM,arrival,14:55,PKX Beijing,CZ6081,China Southern,3h 25m,2026-02-13T20:05:34.578617
2026-04-19,MFM,arrival,15:15,WUH Wuhan,CA119,Air China,2h 0m,2026-02-13T20:05:34.702779
2026-04-19,MFM,arrival,15:30,PVG Shanghai,MU2007,China Eastern,2h 45m,2026-02-13T20:05:34.837972
2026-04-19,MFM,arrival,15:50,WUX Wuxi,MU2961,China Eastern,2h 20m,2026-02-13T20:05:34.961351
2026-04-19,MFM,arrival,16:05,PEK Beijing,NX5,Air Macau,3h 45m,2026-02-13T20:05:35.088412
2026-04-19,MFM,arrival,16:20,KHH Kaohsiung,NX667,Air Macau,1h 30m,2026-02-13T20:05:35.217020
2026-04-19,MFM,arrival,16:30,FOC Fuzhou,MF8671,XiamenAir,1h 45m,2026-02-13T20:05:35.348869
2026-04-19,MFM,arrival,16:35,SHA Shanghai,NX109,Air Macau,2h 30m,2026-02-13T20:05:35.494435
2026-04-19,MFM,arrival,16:40,NKG Nanjing,ZH9089,Shenzhen Airlines,2h 35m,2026-02-13T20:05:35.620926
2026-04-19,MFM,arrival,16:40,TPE Taipei,NX611,Air Macau,2h 0m,2026-02-13T20:05:35.752743
2026-04-19,MFM,arrival,16:50,PKX Beijing,MU2015,China Eastern,3h 20m,2026-02-13T20:05:35.878466
2026-04-19,MFM,arrival,16:55,KIX Osaka,NX855,Air Macau,4h 0m,2026-02-13T20:05:36.003009
2026-04-19,MFM,arrival,17:10,HGH Hangzhou,MF8719,XiamenAir,2h 15m,2026-02-13T20:05:36.132425
2026-04-19,MFM,arrival,17:15,ICN Seoul,NX821,Air Macau,4h 0m,2026-02-13T20:05:36.255911
2026-04-19,MFM,arrival,17:25,JJN Jinjiang,MF8659,XiamenAir,1h 25m,2026-02-13T20:05:36.388864
2026-04-19,MFM,arrival,17:40,CKG Chongqing,NX181,Air Macau,2h 20m,2026-02-13T20:05:36.511623
2026-04-19,MFM,arrival,17:45,HGH Hangzhou,NX225,Air Macau,2h 20m,2026-02-13T20:05:36.637048
2026-04-19,MFM,arrival,17:55,SIN Singapore,TR904,Scoot,4h 5m,2026-02-13T20:05:36.770745
2026-04-19,MFM,arrival,18:05,DMK Bangkok,FD766,Thai AirAsia,2h 50m,2026-02-13T20:05:36.897999
2026-04-19,MFM,arrival,18:10,NGB Ningbo,NX161,Air Macau,2h 20m,2026-02-13T20:05:37.042356
2026-04-19,MFM,arrival,18:15,RMQ Shalu,JX331,Starlux,1h 40m,2026-02-13T20:05:37.187334
2026-04-19,MFM,arrival,18:15,TFU Chengdu,NX197,Air Macau,2h 25m,2026-02-13T20:05:37.313784
2026-04-19,MFM,arrival,18:30,MNL Manila,Z292,Philippines AirAsia,2h 10m,2026-02-13T20:05:37.443585
2026-04-19,MFM,arrival,18:35,TPE Taipei,BR805,EVA Air,1h 55m,2026-02-13T20:05:37.563251
2026-04-19,MFM,arrival,18:40,WNZ Wenzhou,NX257,Air Macau,2h 5m,2026-02-13T20:05:37.693295
2026-04-19,MFM,arrival,18:50,BKK Bangkok,NX935,Air Macau,2h 30m,2026-02-13T20:05:37.820850
2026-04-19,MFM,arrival,19:00,SHA Shanghai,MU2055,China Eastern,2h 55m,2026-02-13T20:05:37.943787
2026-04-19,MFM,arrival,19:05,NKG Nanjing,NX127,Air Macau,3h 10m,2026-02-13T20:05:38.072103
2026-04-19,MFM,arrival,19:15,SHA Shanghai,MU239,China Eastern,2h 30m,2026-02-13T20:05:38.194140
2026-04-19,MFM,arrival,19:30,CZX Changzhou,NX107,Air Macau,2h 30m,2026-02-13T20:05:38.318014
