date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-12-24,HKG,departure,00:05,HND Tokyo,NH814,ANA,3h 50m,2026-02-14T01:58:11.961619
2026-12-24,HKG,departure,00:25,CDG Paris,CX261,Cathay Pacific,14h 10m,2026-02-14T01:58:12.159895
2026-12-24,HKG,departure,00:25,FRA Frankfurt,CX289,Cathay Pacific,13h 40m,2026-02-14T01:58:12.379762
2026-12-24,HKG,departure,00:25,DOH Doha,QR815,Qatar Airways,9h 20m,2026-02-14T01:58:12.595054
2026-12-24,HKG,departure,00:30,BRU Brussels,CX291,Cathay Pacific,14h 10m,2026-02-14T01:58:12.809879
2026-12-24,HKG,departure,00:30,CNS Cairns,CX147,Cathay Pacific,7h 25m,2026-02-14T01:58:13.015844
2026-12-24,HKG,departure,00:30,JNB Johannesburg,CX749,Cathay Pacific,12h 55m,2026-02-14T01:58:13.225998
2026-12-24,HKG,departure,00:30,LAX Los Angeles,CX880,Cathay Pacific,12h 25m,2026-02-14T01:58:13.431766
2026-12-24,HKG,departure,00:30,MEL Melbourne,CX105,Cathay Pacific,9h 0m,2026-02-14T01:58:13.633036
2026-12-24,HKG,departure,00:35,ICN Seoul,7C6028,Jeju Air,3h 55m,2026-02-14T01:58:13.894517
2026-12-24,HKG,departure,00:35,DXB Dubai,EK381,Emirates,9h 5m,2026-02-14T01:58:14.145164
2026-12-24,HKG,departure,00:40,ICN Seoul,OZ746,Asiana,3h 20m,2026-02-14T01:58:14.547988
2026-12-24,HKG,departure,00:45,ZRH Zurich,CX383,Cathay Pacific,13h 45m,2026-02-14T01:58:14.680980
2026-12-24,HKG,departure,00:55,MXP Milan,CX233,Cathay Pacific,13h 45m,2026-02-14T01:58:14.807519
2026-12-24,HKG,departure,00:55,ICN Seoul,KE2012,Korean Air,3h 25m,2026-02-14T01:58:14.938582
2026-12-24,HKG,departure,00:55,KIX Osaka,MM68,Peach Aviation,3h 50m,2026-02-14T01:58:15.071787
2026-12-24,HKG,departure,01:00,MAN Manchester,CX219,Cathay Pacific,14h 55m,2026-02-14T01:58:15.200630
2026-12-24,HKG,departure,01:00,SFO San Francisco,CX872,Cathay Pacific,12h 0m,2026-02-14T01:58:15.327454
2026-12-24,HKG,departure,01:00,YVR Vancouver,CX888,Cathay Pacific,11h 35m,2026-02-14T01:58:15.458448
2026-12-24,HKG,departure,01:10,MUC Munich,CX301,Cathay Pacific,13h 40m,2026-02-14T01:58:15.589762
2026-12-24,HKG,departure,01:25,NRT Tokyo,CX524,Cathay Pacific,4h 5m,2026-02-14T01:58:15.719429
2026-12-24,HKG,departure,01:40,SIN Singapore,CX659,Cathay Pacific,4h 0m,2026-02-14T01:58:15.850441
2026-12-24,HKG,departure,01:50,KIX Osaka,CX566,Cathay Pacific,3h 30m,2026-02-14T01:58:15.981142
2026-12-24,HKG,departure,02:00,NRT Tokyo,UO854,HK Express,3h 55m,2026-02-14T01:58:16.109601
2026-12-24,HKG,departure,02:10,DPS Denpasar,HX707,Hong Kong Airlines,4h 55m,2026-02-14T01:58:16.238269
2026-12-24,HKG,departure,02:35,NRT Tokyo,HX606,Hong Kong Airlines,4h 45m,2026-02-14T01:58:16.369803
2026-12-24,HKG,departure,02:45,CJU Jeju,UO676,HK Express,2h 55m,2026-02-14T01:58:16.501323
2026-12-24,HKG,departure,02:50,KIX Osaka,HX616,Hong Kong Airlines,4h 5m,2026-02-14T01:58:16.641267
2026-12-24,HKG,departure,03:25,JFK New York,CX844,Cathay Pacific,15h 20m,2026-02-14T01:58:16.772655
2026-12-24,HKG,departure,06:00,KWE Guiyang,UO244,HK Express,2h 5m,2026-02-14T01:58:16.907814
2026-12-24,HKG,departure,07:10,ICN Seoul,UO618,HK Express,3h 30m,2026-02-14T01:58:17.036385
2026-12-24,HKG,departure,07:20,PEK Beijing,CX334,Cathay Pacific,3h 25m,2026-02-14T01:58:17.164089
2026-12-24,HKG,departure,07:25,CRK Angeles,UO522,HK Express,2h 0m,2026-02-14T01:58:17.295226
