date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-03-09,HKG,departure,00:05,HND Tokyo,NH814,ANA,3h 50m,2026-02-13T12:26:57.028584
2026-03-09,HKG,departure,00:05,ICN Seoul,TW644,T´Way Air,3h 55m,2026-02-13T12:26:57.279136
2026-03-09,HKG,departure,00:25,FRA Frankfurt,CX289,Cathay Pacific,13h 40m,2026-02-13T12:26:57.554737
2026-03-09,HKG,departure,00:25,DOH Doha,QR815,Qatar Airways,9h 20m,2026-02-13T12:26:57.795514
2026-03-09,HKG,departure,00:25,CDG Paris,CX261,Cathay Pacific,14h 10m,2026-02-13T12:26:58.023901
2026-03-09,HKG,departure,00:25,LHR London,CX237,Cathay Pacific,14h 35m,2026-02-13T12:26:58.272764
2026-03-09,HKG,departure,00:30,BRU Brussels,CX291,Cathay Pacific,14h 10m,2026-02-13T12:26:58.510405
2026-03-09,HKG,departure,00:30,JNB Johannesburg,CX749,Cathay Pacific,12h 55m,2026-02-13T12:26:58.759595
2026-03-09,HKG,departure,00:35,DXB Dubai,EK381,Emirates,9h 5m,2026-02-13T12:26:58.994679
2026-03-09,HKG,departure,00:40,ICN Seoul,OZ746,Asiana,3h 20m,2026-02-13T12:26:59.272743
2026-03-09,HKG,departure,00:45,ZRH Zurich,CX383,Cathay Pacific,13h 45m,2026-02-13T12:26:59.706460
2026-03-09,HKG,departure,00:50,URC Urumqi,CX998,Cathay Pacific,6h 10m,2026-02-13T12:26:59.858695
2026-03-09,HKG,departure,00:55,MXP Milan,CX233,Cathay Pacific,13h 45m,2026-02-13T12:27:00.021575
2026-03-09,HKG,departure,00:55,ICN Seoul,KE2012,Korean Air,3h 25m,2026-02-13T12:27:00.171295
2026-03-09,HKG,departure,01:00,MAN Manchester,CX219,Cathay Pacific,14h 55m,2026-02-13T12:27:00.317834
2026-03-09,HKG,departure,01:00,SFO San Francisco,CX872,Cathay Pacific,12h 15m,2026-02-13T12:27:00.482113
2026-03-09,HKG,departure,01:00,YVR Vancouver,CX888,Cathay Pacific,11h 35m,2026-02-13T12:27:00.633078
