date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-07-03,HKG,departure,00:05,CDG Paris,CX261,Cathay Pacific,13h 45m,2026-02-13T18:49:26.393661
2026-07-03,HKG,departure,00:05,LAX Los Angeles,CX880,Cathay Pacific,13h 30m,2026-02-13T18:49:26.776559
2026-07-03,HKG,departure,00:05,PER Perth,CX143,Cathay Pacific,7h 40m,2026-02-13T18:49:27.128512
2026-07-03,HKG,departure,00:05,ZRH Zurich,CX383,Cathay Pacific,13h 5m,2026-02-13T18:49:27.445886
2026-07-03,HKG,departure,00:15,BNE Brisbane,CX165,Cathay Pacific,8h 35m,2026-02-13T18:49:27.727188
2026-07-03,HKG,departure,00:20,MAD Madrid,CX315,Cathay Pacific,14h 30m,2026-02-13T18:49:28.013841
2026-07-03,HKG,departure,00:20,MEL Melbourne,CX105,Cathay Pacific,8h 55m,2026-02-13T18:49:28.276837
2026-07-03,HKG,departure,00:25,ADD Addis Ababa,ET645,Ethiopian,10h 45m,2026-02-13T18:49:28.593643
2026-07-03,HKG,departure,00:30,ICN Seoul,OZ746,Asiana,3h 40m,2026-02-13T18:49:28.878792
2026-07-03,HKG,departure,00:35,ICN Seoul,7C6028,Jeju Air,3h 55m,2026-02-13T18:49:29.223945
2026-07-03,HKG,departure,00:35,MAN Manchester,CX259,Cathay Pacific,14h 20m,2026-02-13T18:49:29.634254
2026-07-03,HKG,departure,00:40,DXB Dubai,EK381,Emirates,7h 45m,2026-02-13T18:49:29.796925
2026-07-03,HKG,departure,00:45,JNB Johannesburg,CX749,Cathay Pacific,12h 55m,2026-02-13T18:49:29.949877
2026-07-03,HKG,departure,00:45,YVR Vancouver,CX888,Cathay Pacific,12h 5m,2026-02-13T18:49:30.103653
2026-07-03,HKG,departure,00:45,ICN Seoul,KE2012,Korean Air,3h 40m,2026-02-13T18:49:30.262202
2026-07-03,HKG,departure,00:50,MXP Milan,CX233,Cathay Pacific,13h 5m,2026-02-13T18:49:30.413590
2026-07-03,HKG,departure,00:50,SFO San Francisco,CX872,Cathay Pacific,13h 5m,2026-02-13T18:49:30.560898
