date,airport,direction,time,destination,flight,airline,airline_source,duration,aircraft,distance,seats,meals,arrival_terminal,codeshare,entertainment,page_date_verified,scraped_at
2026-09-23,JAF,departure,12:25,MAA Chennai,6E1178,IndiGo,text,1h 10m,ATR 72,"222 miles, 357 km",78,Meal (none specific),2,,,True,2026-02-18T08:21:12.547165
2026-09-23,JAF,arrival,11:40,MAA Chennai,6E1177,IndiGo,text,1h 15m,ATR 72,"222 miles, 357 km",78,Meal (none specific),2,,,True,2026-02-18T08:22:15.976954
