date,airport,direction,time,destination,flight,airline,duration,page_date_verified,scraped_at
2026-04-12,UTP,departure,13:00,HKT Phuket,PG281,Bangkok Airways,1h 40m,True,2026-02-15T12:59:16.792210
2026-04-12,UTP,departure,13:15,UTH Udon Thani,SL589,Thai Lion Air,1h 20m,True,2026-02-15T12:59:16.879821
2026-04-12,UTP,departure,15:15,CNX Chiang Mai,SL582,Thai Lion Air,1h 20m,True,2026-02-15T12:59:16.966109
2026-04-12,UTP,departure,16:00,HKT Phuket,PG289,Bangkok Airways,1h 40m,True,2026-02-15T12:59:17.051258
2026-04-12,UTP,departure,17:20,USM Koh Samui,PG294,Bangkok Airways,1h 5m,True,2026-02-15T12:59:17.138228
2026-04-12,UTP,arrival,12:15,UTH Udon Thani,SL588,Thai Lion Air,1h 20m,True,2026-02-15T12:59:29.361081
2026-04-12,UTP,arrival,12:20,USM Koh Samui,PG293,Bangkok Airways,1h 10m,True,2026-02-15T12:59:29.453862
2026-04-12,UTP,arrival,14:35,CNX Chiang Mai,SL581,Thai Lion Air,1h 25m,True,2026-02-15T12:59:29.547998
2026-04-12,UTP,arrival,15:25,HKT Phuket,PG288,Bangkok Airways,1h 40m,True,2026-02-15T12:59:29.634790
2026-04-12,UTP,arrival,16:50,HKT Phuket,PG282,Bangkok Airways,1h 40m,True,2026-02-15T12:59:29.721099
