date,airport,direction,time,destination,flight,airline,duration,page_date_verified,scraped_at
2026-12-25,TST,departure,09:50,DMK Bangkok,FD3242,Thai AirAsia,1h 25m,True,2026-02-19T15:58:32.898985
2026-12-25,TST,departure,10:10,DMK Bangkok,SL825,Thai Lion Air,1h 25m,True,2026-02-19T15:58:32.983321
2026-12-25,TST,departure,13:20,DMK Bangkok,DD593,Nok Air,1h 25m,True,2026-02-19T15:58:33.071948
2026-12-25,TST,departure,17:35,DMK Bangkok,SL827,Thai Lion Air,1h 25m,True,2026-02-19T15:58:33.151733
2026-12-25,TST,departure,19:35,DMK Bangkok,FD3246,Thai AirAsia,1h 25m,True,2026-02-19T15:58:33.230450
2026-12-25,TST,arrival,09:20,DMK Bangkok,FD3241,Thai AirAsia,1h 30m,True,2026-02-19T15:58:42.726617
2026-12-25,TST,arrival,09:30,DMK Bangkok,SL824,Thai Lion Air,1h 25m,True,2026-02-19T15:58:42.812105
2026-12-25,TST,arrival,12:50,DMK Bangkok,DD592,Nok Air,1h 30m,True,2026-02-19T15:58:42.909044
2026-12-25,TST,arrival,16:55,DMK Bangkok,SL826,Thai Lion Air,1h 25m,True,2026-02-19T15:58:42.988927
2026-12-25,TST,arrival,19:05,DMK Bangkok,FD3245,Thai AirAsia,1h 30m,True,2026-02-19T15:58:43.066804
