date,airport,direction,time,destination,flight,airline,duration,page_date_verified,scraped_at
2026-08-18,UNN,departure,17:20,DMK Bangkok,FD3143,Thai AirAsia,1h 10m,True,2026-02-20T12:27:11.556537
2026-08-18,UNN,arrival,16:50,DMK Bangkok,FD3142,Thai AirAsia,1h 15m,True,2026-02-20T12:27:21.354680
