date,airport,direction,time,destination,flight,airline,duration,page_date_verified,scraped_at
2026-12-06,UTP,departure,13:00,HKT Phuket,PG281,Bangkok Airways,1h 40m,True,2026-02-16T12:05:26.700055
2026-12-06,UTP,departure,13:15,UTH Udon Thani,SL589,Thai Lion Air,1h 20m,True,2026-02-16T12:05:26.842802
2026-12-06,UTP,departure,15:15,CNX Chiang Mai,SL582,Thai Lion Air,1h 20m,True,2026-02-16T12:05:26.957183
2026-12-06,UTP,departure,16:00,HKT Phuket,PG289,Bangkok Airways,1h 40m,True,2026-02-16T12:05:27.069633
2026-12-06,UTP,departure,17:25,USM Koh Samui,PG294,Bangkok Airways,1h 5m,True,2026-02-16T12:05:27.180619
2026-12-06,UTP,arrival,12:15,UTH Udon Thani,SL588,Thai Lion Air,1h 20m,True,2026-02-16T12:05:39.531080
2026-12-06,UTP,arrival,12:20,USM Koh Samui,PG293,Bangkok Airways,1h 10m,True,2026-02-16T12:05:39.655347
2026-12-06,UTP,arrival,14:35,CNX Chiang Mai,SL581,Thai Lion Air,1h 25m,True,2026-02-16T12:05:39.779967
2026-12-06,UTP,arrival,15:25,HKT Phuket,PG288,Bangkok Airways,1h 40m,True,2026-02-16T12:05:39.896147
2026-12-06,UTP,arrival,16:50,HKT Phuket,PG282,Bangkok Airways,1h 40m,True,2026-02-16T12:05:40.009371
