date,airport,direction,time,destination,flight,airline,duration,page_date_verified,scraped_at
2026-07-20,HHQ,departure,12:10,CNX Chiang Mai,FD3901,Thai AirAsia,1h 15m,True,2026-02-19T11:31:36.781936
2026-07-20,HHQ,arrival,11:40,CNX Chiang Mai,FD3900,Thai AirAsia,1h 20m,True,2026-02-19T11:31:48.709560
