date,airport,direction,time,destination,flight,airline,airline_source,duration,page_date_verified,scraped_at
2026-02-20,BKK,departure,11:25,CAN Guangzhou,CZ358,China Southern,text,3h 0m,True,2026-02-10T19:30:07.217985
2026-02-20,BKK,departure,11:30,SHJ Sharjah,G9824,Air Arabia,text,7h 0m,True,2026-02-10T19:30:07.307192
2026-02-20,BKK,departure,11:30,HKT Phuket,TG207,Thai Airways,text,1h 30m,True,2026-02-10T19:30:07.395455
2026-02-20,BKK,departure,11:30,SIN Singapore,TG413,Thai Airways,text,2h 20m,True,2026-02-10T19:30:07.484122
2026-02-20,BKK,departure,11:35,CDG Paris,AF199,Air France,text,13h 0m,True,2026-02-10T19:30:07.570107
2026-02-20,BKK,departure,11:35,PQC Phu Quoc,VZ984,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:30:07.660691
2026-02-20,BKK,departure,11:35,KWI Kuwait,KU412,Kuwait Airways,text,7h 40m,True,2026-02-10T19:30:07.749520
2026-02-20,BKK,departure,11:40,CXR Nha Trang,VZ968,Vietjet Thailand,text,1h 50m,True,2026-02-10T19:30:07.838885
2026-02-20,BKK,departure,11:40,HKG Hong Kong,CX750,Cathay Pacific,text,2h 50m,True,2026-02-10T19:30:07.934567
2026-02-20,BKK,departure,11:45,NNG Nanning,9C7486,Spring Airlines,text,2h 20m,True,2026-02-10T19:30:08.032401
2026-02-20,BKK,departure,11:45,SGN Ho Chi Minh City,VJ802,VietJet,text,1h 25m,True,2026-02-10T19:30:08.132251
2026-02-20,BKK,departure,11:50,CKG Chongqing,HU424,Hainan Airlines,text,3h 25m,True,2026-02-10T19:30:08.218534
2026-02-20,BKK,departure,11:50,SIN Singapore,TR607,Scoot,text,2h 40m,True,2026-02-10T19:30:08.302459
2026-02-20,BKK,departure,11:55,USM Koh Samui,PG135,Bangkok Airways,text,1h 10m,True,2026-02-10T19:30:08.387041
2026-02-20,BKK,departure,11:55,KHH Kaohsiung,TG630,Thai Airways,text,3h 20m,True,2026-02-10T19:30:08.471395
2026-02-20,BKK,departure,11:55,VTE Vientiane,TG570,Thai Airways,text,1h 10m,True,2026-02-10T19:30:08.553267
2026-02-20,BKK,departure,12:00,FOC Fuzhou,9C7302,Spring Airlines,text,3h 30m,True,2026-02-10T19:30:08.640480
2026-02-20,BKK,departure,12:00,CNX Chiang Mai,TG106,Thai Airways,text,1h 20m,True,2026-02-10T19:30:08.725054
2026-02-20,BKK,departure,12:00,SIN Singapore,SQ707,Singapore Airlines,text,2h 35m,True,2026-02-10T19:30:08.808987
2026-02-20,BKK,departure,12:05,HKT Phuket,FD4110,Thai AirAsia,text,1h 40m,True,2026-02-10T19:30:08.902182
2026-02-20,BKK,departure,12:05,CSX Changsha,MF8644,XiamenAir,text,3h 15m,True,2026-02-10T19:30:09.001950
2026-02-20,BKK,departure,12:10,SZX Shenzhen,ZH310,Shenzhen Airlines,text,2h 50m,True,2026-02-10T19:30:09.103704
2026-02-20,BKK,departure,12:10,SZX Shenzhen,CZ8076,China Southern,text,2h 45m,True,2026-02-10T19:30:09.187847
2026-02-20,BKK,departure,12:10,CNX Chiang Mai,VZ110,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:30:09.276422
2026-02-20,BKK,departure,12:15,XMN Xiamen,MF854,XiamenAir,text,3h 10m,True,2026-02-10T19:30:09.360458
2026-02-20,BKK,departure,12:15,AMS Amsterdam,KL844,KLM,text,12h 30m,True,2026-02-10T19:30:09.445781
2026-02-20,BKK,departure,12:15,FCO Rome,AZ759,ITA Airways,text,12h 40m,True,2026-02-10T19:30:09.530509
2026-02-20,BKK,departure,12:20,OSL Oslo,N092,Norse,text,13h 15m,True,2026-02-10T19:30:09.616915
2026-02-20,BKK,departure,12:20,ICN Seoul,OZ744,Asiana,text,5h 20m,True,2026-02-10T19:30:09.703076
2026-02-20,BKK,departure,12:20,HAN Hanoi,VN610,Vietnam Airlines,text,1h 55m,True,2026-02-10T19:30:09.787368
2026-02-20,BKK,departure,12:25,CNX Chiang Mai,PG225,Bangkok Airways,text,1h 20m,True,2026-02-10T19:30:09.875592
2026-02-20,BKK,departure,12:25,CEI Chiang Rai,TG132,Thai Airways,text,1h 30m,True,2026-02-10T19:30:09.965083
2026-02-20,BKK,departure,12:25,CAN Guangzhou,CZ8080,China Southern,text,2h 55m,True,2026-02-10T19:30:10.065052
2026-02-20,BKK,departure,12:30,HDY Hat Yai,TG263,Thai Airways,text,1h 30m,True,2026-02-10T19:30:10.170845
2026-02-20,BKK,departure,12:30,UTH Udon Thani,TG4,Thai Airways,text,1h 10m,True,2026-02-10T19:30:10.262177
2026-02-20,BKK,departure,12:35,CNX Chiang Mai,FD4106,Thai AirAsia,text,1h 25m,True,2026-02-10T19:30:10.351827
2026-02-20,BKK,departure,12:35,DPS Denpasar,TG439,Thai Airways,text,4h 25m,True,2026-02-10T19:30:10.441955
2026-02-20,BKK,departure,12:35,SVO Moscow,SU273,Aeroflot,text,10h 10m,True,2026-02-10T19:30:10.531046
2026-02-20,BKK,departure,12:40,LHR London,BR67,EVA Air,text,13h 25m,True,2026-02-10T19:30:10.617782
2026-02-20,BKK,departure,12:40,HKT Phuket,PG273,Bangkok Airways,text,1h 35m,True,2026-02-10T19:30:10.705114
2026-02-20,BKK,departure,12:40,FRA Frankfurt,TG922,Thai Airways,text,12h 25m,True,2026-02-10T19:30:10.793845
2026-02-20,BKK,departure,12:40,YCU Yuncheng,ZH282,Shenzhen Airlines,text,3h 50m,True,2026-02-10T19:30:10.882103
2026-02-20,BKK,departure,12:45,TDX Trat,PG305,Bangkok Airways,text,1h 0m,True,2026-02-10T19:30:10.967213
2026-02-20,BKK,departure,12:45,TPE Taipei,BR212,EVA Air,text,3h 30m,True,2026-02-10T19:30:11.061512
2026-02-20,BKK,departure,12:45,HKG Hong Kong,CX788,Cathay Pacific,text,2h 55m,True,2026-02-10T19:30:11.163397
2026-02-20,BKK,departure,12:50,TPE Taipei,TG634,Thai Airways,text,3h 30m,True,2026-02-10T19:30:11.263761
2026-02-20,BKK,departure,12:50,HGH Hangzhou,JD420,Capital Airlines,text,3h 50m,True,2026-02-10T19:30:11.349388
2026-02-20,BKK,departure,13:05,MAA Chennai,6E1062,IndiGo,text,3h 35m,True,2026-02-10T19:30:11.437666
2026-02-20,BKK,departure,13:05,HKG Hong Kong,CX618,Cathay Pacific,text,2h 55m,True,2026-02-10T19:30:11.525656
2026-02-20,BKK,departure,13:10,NST Nakhon Si Thammarat,VZ334,Vietjet Thailand,text,1h 20m,True,2026-02-10T19:30:11.609727
2026-02-20,BKK,departure,13:15,ZRH Zurich,LX181,SWISS,text,12h 10m,True,2026-02-10T19:30:11.694481
2026-02-20,BKK,departure,13:15,UTH Udon Thani,VZ204,Vietjet Thailand,text,1h 10m,True,2026-02-10T19:30:11.783127
2026-02-20,BKK,departure,13:20,LHR London,TG916,Thai Airways,text,13h 15m,True,2026-02-10T19:30:11.870625
2026-02-20,BKK,departure,13:20,TSN Tianjin,MF8652,XiamenAir,text,4h 55m,True,2026-02-10T19:30:11.957637
2026-02-20,BKK,departure,13:20,MNL Manila,PR731,PAL,text,3h 45m,True,2026-02-10T19:30:12.043799
2026-02-20,BKK,departure,13:25,CEI Chiang Rai,VZ132,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:30:12.131948
2026-02-20,BKK,departure,13:30,CNX Chiang Mai,TG110,Thai Airways,text,1h 15m,True,2026-02-10T19:30:12.234851
2026-02-20,BKK,departure,13:35,PVG Shanghai,MU542,China Eastern,text,4h 10m,True,2026-02-10T19:30:12.339803
2026-02-20,BKK,departure,13:40,HKT Phuket,VZ2300,Vietjet Thailand,text,1h 35m,True,2026-02-10T19:30:12.426561
2026-02-20,BKK,departure,13:45,HKG Hong Kong,EK384,Emirates,text,2h 55m,True,2026-02-10T19:30:12.514158
2026-02-20,BKK,departure,13:45,TPE Taipei,JX742,Starlux,text,3h 40m,True,2026-02-10T19:30:12.601061
2026-02-20,BKK,departure,13:45,TFU Chengdu,9C7502,Spring Airlines,text,3h 0m,True,2026-02-10T19:30:12.690343
2026-02-20,BKK,departure,13:45,CMB Colombo,UL405,SriLankan Airlines,text,3h 30m,True,2026-02-10T19:30:12.778668
2026-02-20,BKK,departure,13:50,PVG Shanghai,9C7422,Spring Airlines,text,4h 10m,True,2026-02-10T19:30:12.865491
2026-02-20,BKK,departure,13:50,TFU Chengdu,CA466,Air China,text,3h 10m,True,2026-02-10T19:30:12.960253
2026-02-20,BKK,departure,13:50,PNQ Pune,IX241,Air India Express,text,4h 40m,True,2026-02-10T19:30:13.048107
2026-02-20,BKK,departure,13:50,CNX Chiang Mai,VZ106,Vietjet Thailand,text,1h 20m,True,2026-02-10T19:30:13.140581
2026-02-20,BKK,departure,13:55,BWN Bandar Seri Begawan,BI514,Royal Brunei Airlines,text,2h 45m,True,2026-02-10T19:30:13.241574
2026-02-20,BKK,departure,13:55,HKT Phuket,TG211,Thai Airways,text,1h 30m,True,2026-02-10T19:30:13.348384
2026-02-20,BKK,departure,13:55,CAN Guangzhou,CZ8100,China Southern,text,3h 5m,True,2026-02-10T19:30:13.438899
2026-02-20,BKK,departure,14:00,SGN Ho Chi Minh City,VJ804,VietJet,text,1h 30m,True,2026-02-10T19:30:13.526455
2026-02-20,BKK,departure,14:00,HKG Hong Kong,TG638,Thai Airways,text,2h 45m,True,2026-02-10T19:30:13.613139
2026-02-20,BKK,departure,14:00,VIE Vienna,OS6,Austrian,text,11h 35m,True,2026-02-10T19:30:13.701454
2026-02-20,BKK,departure,14:05,XIY Xian,9C6294,Spring Airlines,text,3h 55m,True,2026-02-10T19:30:13.791204
2026-02-20,BKK,departure,14:05,TPE Taipei,CI832,China Airlines,text,3h 35m,True,2026-02-10T19:30:13.878782
2026-02-20,BKK,departure,14:10,DAC Dhaka,BS218,US-Bangla Airlines,text,2h 40m,True,2026-02-10T19:30:13.968823
2026-02-20,BKK,departure,14:10,KBV Krabi,FD4400,Thai AirAsia,text,1h 25m,True,2026-02-10T19:30:14.053480
2026-02-20,BKK,departure,14:10,KKC Khon Kaen,TG44,Thai Airways,text,1h 0m,True,2026-02-10T19:30:14.143895
2026-02-20,BKK,departure,14:15,CGK Jakarta,GA867,Garuda Indonesia,text,3h 40m,True,2026-02-10T19:30:14.229346
2026-02-20,BKK,departure,14:15,TAO Qingdao,QW9898,Qingdao Airlines,text,5h 0m,True,2026-02-10T19:30:14.324699
2026-02-20,BKK,departure,14:15,MNL Manila,TG624,Thai Airways,text,3h 10m,True,2026-02-10T19:30:14.425502
2026-02-20,BKK,departure,14:15,HKG Hong Kong,ET608,Ethiopian,text,2h 50m,True,2026-02-10T19:30:14.536344
2026-02-20,BKK,departure,14:15,KUL Kuala Lumpur,MH789,Malaysia Airlines,text,2h 20m,True,2026-02-10T19:30:14.626240
2026-02-20,BKK,departure,14:20,HKT Phuket,FD4112,Thai AirAsia,text,1h 30m,True,2026-02-10T19:30:14.758025
2026-02-20,BKK,departure,14:20,SGN Ho Chi Minh City,VN604,Vietnam Airlines,text,1h 45m,True,2026-02-10T19:30:14.837958
2026-02-20,BKK,departure,14:25,USM Koh Samui,PG151,Bangkok Airways,text,1h 10m,True,2026-02-10T19:30:14.921461
2026-02-20,BKK,departure,14:25,CGK Jakarta,TG435,Thai Airways,text,3h 30m,True,2026-02-10T19:30:15.005375
2026-02-20,BKK,departure,14:25,HND Tokyo,NH878,ANA,text,5h 45m,True,2026-02-10T19:30:15.085615
2026-02-20,BKK,departure,14:25,NGB Ningbo,9C7432,Spring Airlines,text,4h 15m,True,2026-02-10T19:30:15.168652
2026-02-20,BKK,departure,14:25,KBV Krabi,VZ342,Vietjet Thailand,text,1h 30m,True,2026-02-10T19:30:15.252847
2026-02-20,BKK,departure,14:30,CEI Chiang Rai,FD4152,Thai AirAsia,text,1h 25m,True,2026-02-10T19:30:15.335483
2026-02-20,BKK,departure,14:30,USM Koh Samui,PG153,Bangkok Airways,text,1h 10m,True,2026-02-10T19:30:15.419091
2026-02-20,BKK,departure,14:30,SGN Ho Chi Minh City,VU130,Vietravel Airlines,text,1h 25m,True,2026-02-10T19:30:15.514532
2026-02-20,BKK,departure,14:40,PQC Phu Quoc,VZ982,Vietjet Thailand,text,1h 20m,True,2026-02-10T19:30:15.624096
2026-02-20,BKK,departure,14:40,UBP Ubon Ratchathani,VZ224,Vietjet Thailand,text,1h 5m,True,2026-02-10T19:30:15.712729
2026-02-20,BKK,departure,14:40,AUH Abu Dhabi,EY405,Etihad,text,7h 25m,True,2026-02-10T19:30:15.801469
2026-02-20,BKK,departure,14:45,BOM Mumbai,AI2353,Air India,text,4h 35m,True,2026-02-10T19:30:15.889884
2026-02-20,BKK,departure,14:45,KTI Phnom Penh,K6725,Air Cambodia,text,1h 10m,True,2026-02-10T19:30:15.978452
2026-02-20,BKK,departure,14:50,HND Tokyo,TG660,Thai Airways,text,5h 40m,True,2026-02-10T19:30:16.064572
2026-02-20,BKK,departure,14:50,KJA Krasnojarsk,SU815,Aeroflot,text,7h 0m,True,2026-02-10T19:30:16.149282
2026-02-20,BKK,departure,14:55,LED Saint Petersburg,SU621,Aeroflot,text,11h 15m,True,2026-02-10T19:30:16.239097
2026-02-20,BKK,departure,14:55,SIN Singapore,TG407,Thai Airways,text,2h 20m,True,2026-02-10T19:30:16.325201
2026-02-20,BKK,departure,15:00,HKT Phuket,TG215,Thai Airways,text,1h 30m,True,2026-02-10T19:30:16.413293
2026-02-20,BKK,departure,15:00,SWA Jieyang,9C6194,Spring Airlines,text,2h 55m,True,2026-02-10T19:30:16.522988
2026-02-20,BKK,departure,15:00,HEL Helsinki,AY144,Finnair,text,12h 35m,True,2026-02-10T19:30:16.650118
2026-02-20,BKK,departure,15:05,CNX Chiang Mai,TG112,Thai Airways,text,1h 20m,True,2026-02-10T19:30:16.736452
2026-02-20,BKK,departure,15:05,HAN Hanoi,VJ902,VietJet,text,1h 55m,True,2026-02-10T19:30:16.821169
2026-02-20,BKK,departure,15:05,KMG Kunming,MU6088,China Eastern,text,2h 25m,True,2026-02-10T19:30:16.901567
2026-02-20,BKK,departure,15:05,HKG Hong Kong,CX674,Cathay Pacific,text,2h 55m,True,2026-02-10T19:30:16.987814
2026-02-20,BKK,departure,15:10,DEL Delhi,AI2356,Air India,text,4h 50m,True,2026-02-10T19:30:17.070907
2026-02-20,BKK,departure,15:15,CNX Chiang Mai,VZ108,Vietjet Thailand,text,1h 30m,True,2026-02-10T19:30:17.153870
2026-02-20,BKK,departure,15:15,USM Koh Samui,PG161,Bangkok Airways,text,1h 10m,True,2026-02-10T19:30:17.259050
2026-02-20,BKK,departure,15:15,CAN Guangzhou,CZ5096,China Southern,text,2h 55m,True,2026-02-10T19:30:17.354443
2026-02-20,BKK,departure,15:20,JED Jeddah,SV845,Saudia,text,9h 0m,True,2026-02-10T19:30:17.437522
2026-02-20,BKK,departure,15:25,CNX Chiang Mai,FD4120,Thai AirAsia,text,1h 25m,True,2026-02-10T19:30:17.530313
2026-02-20,BKK,departure,15:25,HKT Phuket,VZ306,Vietjet Thailand,text,1h 35m,True,2026-02-10T19:30:17.627842
2026-02-20,BKK,departure,15:30,DEL Delhi,6E1054,IndiGo,text,4h 40m,True,2026-02-10T19:30:17.799236
2026-02-20,BKK,departure,15:30,USM Koh Samui,PG145,Bangkok Airways,text,1h 10m,True,2026-02-10T19:30:17.883327
2026-02-20,BKK,departure,15:30,THS Sukhothai,PG213,Bangkok Airways,text,1h 20m,True,2026-02-10T19:30:17.979803
2026-02-20,BKK,departure,15:35,YIH Yichang,HU7944,Hainan Airlines,text,3h 25m,True,2026-02-10T19:30:18.062078
2026-02-20,BKK,departure,15:40,RGN Yangon,8M334,MAI,text,1h 20m,True,2026-02-10T19:30:18.155208
2026-02-20,BKK,departure,15:45,CAN Guangzhou,CZ3082,China Southern,text,2h 55m,True,2026-02-10T19:30:18.244803
2026-02-20,BKK,departure,15:50,HKG Hong Kong,HX776,Hong Kong Airlines,text,2h 50m,True,2026-02-10T19:30:18.327116
2026-02-20,BKK,departure,15:50,USM Koh Samui,PG163,Bangkok Airways,text,1h 10m,True,2026-02-10T19:30:18.412119
2026-02-20,BKK,departure,15:50,PVG Shanghai,9C7280,Spring Airlines,text,4h 5m,True,2026-02-10T19:30:18.492585
2026-02-20,BKK,departure,15:50,DAD Da Nang,VZ962,Vietjet Thailand,text,1h 40m,True,2026-02-10T19:30:18.582582
2026-02-20,BKK,departure,15:50,SIN Singapore,SQ709,Singapore Airlines,text,2h 35m,True,2026-02-10T19:30:18.666888
2026-02-20,BKK,departure,15:55,KMG Kunming,MU742,China Eastern,text,2h 30m,True,2026-02-10T19:30:18.765021
2026-02-20,BKK,departure,15:55,HAN Hanoi,VN614,Vietnam Airlines,text,1h 55m,True,2026-02-10T19:30:18.867334
2026-02-20,BKK,departure,16:05,TPE Taipei,BR76,EVA Air,text,3h 35m,True,2026-02-10T19:30:18.951145
2026-02-20,BKK,departure,16:10,STV Surat Gujarat,IX263,Air India Express,text,5h 0m,True,2026-02-10T19:30:19.036130
2026-02-20,BKK,departure,16:15,TDX Trat,PG307,Bangkok Airways,text,1h 0m,True,2026-02-10T19:30:19.119564
2026-02-20,BKK,departure,16:15,UBP Ubon Ratchathani,TG28,Thai Airways,text,1h 10m,True,2026-02-10T19:30:19.206057
2026-02-20,BKK,departure,16:15,USM Koh Samui,PG159,Bangkok Airways,text,1h 35m,True,2026-02-10T19:30:19.289041
2026-02-20,BKK,departure,16:15,PVG Shanghai,9C7282,Spring Airlines,text,4h 10m,True,2026-02-10T19:30:19.373264
2026-02-20,BKK,departure,16:15,DAC Dhaka,BG389,Biman,text,2h 45m,True,2026-02-10T19:30:19.455602
2026-02-20,BKK,departure,16:20,PEK Beijing,HU430,Hainan Airlines,text,4h 45m,True,2026-02-10T19:30:19.536661
2026-02-20,BKK,departure,16:20,NKG Nanjing,JD620,Capital Airlines,text,4h 5m,True,2026-02-10T19:30:19.621230
2026-02-20,BKK,departure,16:25,CNX Chiang Mai,FD4108,Thai AirAsia,text,1h 20m,True,2026-02-10T19:30:19.702480
2026-02-20,BKK,departure,16:25,HKG Hong Kong,UO701,HK Express,text,2h 55m,True,2026-02-10T19:30:19.804600
2026-02-20,BKK,departure,16:30,HDY Hat Yai,FD4204,Thai AirAsia,text,1h 30m,True,2026-02-10T19:30:19.911282
2026-02-20,BKK,departure,16:30,USM Koh Samui,PG165,Bangkok Airways,text,1h 10m,True,2026-02-10T19:30:20.003796
2026-02-20,BKK,departure,16:30,IKT Irkutsk,S76310,S7 Airlines,text,6h 25m,True,2026-02-10T19:30:20.090609
2026-02-20,BKK,departure,16:35,SIN Singapore,TG409,Thai Airways,text,2h 20m,True,2026-02-10T19:30:20.179492
2026-02-20,BKK,departure,16:45,KTM Kathmandu,RA402,Nepal Airlines,text,3h 30m,True,2026-02-10T19:30:20.269443
2026-02-20,BKK,departure,16:45,KUL Kuala Lumpur,TG417,Thai Airways,text,2h 10m,True,2026-02-10T19:30:20.357502
2026-02-20,BKK,departure,16:45,HKT Phuket,FD4122,Thai AirAsia,text,1h 25m,True,2026-02-10T19:30:20.449629
2026-02-20,BKK,departure,16:50,PVG Shanghai,FM834,Shanghai Airlines,text,4h 20m,True,2026-02-10T19:30:20.538487
2026-02-20,BKK,departure,16:50,CEI Chiang Rai,TG136,Thai Airways,text,1h 30m,True,2026-02-10T19:30:20.624166
2026-02-20,BKK,departure,16:50,HGH Hangzhou,VZ3536,Vietjet Thailand,text,4h 10m,True,2026-02-10T19:30:20.712354
2026-02-20,BKK,departure,16:50,UTH Udon Thani,VZ202,Vietjet Thailand,text,1h 10m,True,2026-02-10T19:30:20.804456
2026-02-20,BKK,departure,16:55,HKG Hong Kong,UA821,United,text,2h 50m,True,2026-02-10T19:30:20.907843
2026-02-20,BKK,departure,16:55,HKG Hong Kong,CX706,Cathay Pacific,text,2h 45m,True,2026-02-10T19:30:21.006726
2026-02-20,BKK,departure,16:55,MFM Macau,NX935,Air Macau,text,2h 35m,True,2026-02-10T19:30:21.094990
2026-02-20,BKK,departure,17:00,URT Surat Thani,VZ352,Vietjet Thailand,text,1h 20m,True,2026-02-10T19:30:21.186661
2026-02-20,BKK,departure,17:00,KBV Krabi,VZ2342,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:30:21.280295
2026-02-20,BKK,departure,17:00,SIN Singapore,TR637,Scoot,text,2h 40m,True,2026-02-10T19:30:21.378807
2026-02-20,BKK,departure,17:05,KUL Kuala Lumpur,MH783,Malaysia Airlines,text,2h 20m,True,2026-02-10T19:30:21.460930
2026-02-20,BKK,departure,17:05,BLR Bengaluru,IX883,Air India Express,text,4h 10m,True,2026-02-10T19:30:21.543700
2026-02-20,BKK,departure,17:10,HYD Hyderabad,6E1068,IndiGo,text,3h 55m,True,2026-02-10T19:30:21.630873
2026-02-20,BKK,departure,17:10,RGN Yangon,TG303,Thai Airways,text,1h 20m,True,2026-02-10T19:30:21.714306
2026-02-20,BKK,departure,17:15,TPE Taipei,BR68,EVA Air,text,3h 35m,True,2026-02-10T19:30:21.803460
2026-02-20,BKK,departure,17:15,HKT Phuket,TG217,Thai Airways,text,1h 30m,True,2026-02-10T19:30:21.901294
2026-02-20,BKK,departure,17:20,USM Koh Samui,PG171,Bangkok Airways,text,1h 35m,True,2026-02-10T19:30:22.011300
2026-02-20,BKK,departure,17:20,HKG Hong Kong,UO729,HK Express,text,3h 0m,True,2026-02-10T19:30:22.098910
2026-02-20,BKK,departure,17:25,HGH Hangzhou,GJ8022,Loong Air,text,3h 55m,True,2026-02-10T19:30:22.188689
2026-02-20,BKK,departure,17:25,KKC Khon Kaen,VZ214,Vietjet Thailand,text,1h 5m,True,2026-02-10T19:30:22.279283
2026-02-20,BKK,departure,17:25,SAI Siem Reap,PG907,Bangkok Airways,text,1h 20m,True,2026-02-10T19:30:22.369618
2026-02-20,BKK,departure,17:30,HAN Hanoi,TG564,Thai Airways,text,1h 50m,True,2026-02-10T19:30:22.462348
2026-02-20,BKK,departure,17:30,TPE Taipei,TG636,Thai Airways,text,3h 40m,True,2026-02-10T19:30:22.549612
2026-02-20,BKK,departure,17:30,HKT Phuket,PG277,Bangkok Airways,text,1h 35m,True,2026-02-10T19:30:22.637828
2026-02-20,BKK,departure,17:35,SGN Ho Chi Minh City,TG556,Thai Airways,text,1h 30m,True,2026-02-10T19:30:22.724729
2026-02-20,BKK,departure,17:35,XMN Xiamen,MF834,XiamenAir,text,3h 10m,True,2026-02-10T19:30:22.814240
2026-02-20,BKK,departure,17:40,TPE Taipei,JX746,Starlux,text,3h 50m,True,2026-02-10T19:30:22.906257
2026-02-20,BKK,departure,17:40,HKG Hong Kong,CX708,Cathay Pacific,text,2h 50m,True,2026-02-10T19:30:23.007409
2026-02-20,BKK,departure,17:45,KTI Phnom Penh,VZ722,Vietjet Thailand,text,1h 15m,True,2026-02-10T19:30:23.109425
2026-02-20,BKK,departure,17:50,TPE Taipei,CI836,China Airlines,text,3h 35m,True,2026-02-10T19:30:23.198996
2026-02-20,BKK,departure,17:55,TFU Chengdu,CA472,Air China,text,3h 20m,True,2026-02-10T19:30:23.286408
2026-02-20,BKK,departure,17:55,DEL Delhi,AI2335,Air India,text,4h 50m,True,2026-02-10T19:30:23.373254
2026-02-20,BKK,departure,17:55,SHJ Sharjah,G9817,Air Arabia,text,7h 0m,True,2026-02-10T19:30:23.465259
2026-02-20,BKK,departure,18:00,SYD Sydney,QF296,Qantas,text,9h 35m,True,2026-02-10T19:30:23.555352
2026-02-20,BKK,departure,18:00,CEI Chiang Rai,VZ134,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:30:23.644330
2026-02-20,BKK,departure,18:00,DAD Da Nang,VN626,Vietnam Airlines,text,1h 35m,True,2026-02-10T19:30:23.732897
2026-02-20,BKK,departure,18:05,FOC Fuzhou,MF876,XiamenAir,text,3h 40m,True,2026-02-10T19:30:23.819154
2026-02-20,BKK,departure,18:05,CAN Guangzhou,CZ8024,China Southern,text,2h 50m,True,2026-02-10T19:30:23.904664
2026-02-20,BKK,departure,18:10,SIN Singapore,SQ711,Singapore Airlines,text,2h 30m,True,2026-02-10T19:30:23.999880
2026-02-20,BKK,departure,18:10,HKG Hong Kong,TG602,Thai Airways,text,2h 45m,True,2026-02-10T19:30:24.095211
2026-02-20,BKK,departure,18:15,KTI Phnom Penh,TG584,Thai Airways,text,1h 20m,True,2026-02-10T19:30:24.198620
2026-02-20,BKK,departure,18:15,TFU Chengdu,MU5036,China Eastern,text,3h 10m,True,2026-02-10T19:30:24.285106
2026-02-20,BKK,departure,18:20,UTH Udon Thani,FD4352,Thai AirAsia,text,1h 10m,True,2026-02-10T19:30:24.373324
2026-02-20,BKK,departure,18:20,HKT Phuket,FD4114,Thai AirAsia,text,1h 35m,True,2026-02-10T19:30:24.459974
2026-02-20,BKK,departure,18:20,MEL Melbourne,TG465,Thai Airways,text,9h 0m,True,2026-02-10T19:30:24.547698
2026-02-20,BKK,departure,18:20,TFU Chengdu,3U3936,Sichuan Airlines,text,3h 0m,True,2026-02-10T19:30:24.632005
2026-02-20,BKK,departure,18:25,KBV Krabi,FD4408,Thai AirAsia,text,1h 35m,True,2026-02-10T19:30:24.716395
2026-02-20,BKK,departure,18:25,KBV Krabi,TG249,Thai Airways,text,1h 25m,True,2026-02-10T19:30:24.806487
2026-02-20,BKK,departure,18:25,SIN Singapore,TR611,Scoot,text,2h 45m,True,2026-02-10T19:30:24.893109
2026-02-20,BKK,departure,18:30,HDY Hat Yai,TG267,Thai Airways,text,1h 30m,True,2026-02-10T19:30:24.988819
2026-02-20,BKK,departure,18:30,HKT Phuket,TG221,Thai Airways,text,1h 30m,True,2026-02-10T19:30:25.084555
2026-02-20,BKK,departure,18:30,VTE Vientiane,TG574,Thai Airways,text,1h 15m,True,2026-02-10T19:30:25.185982
2026-02-20,BKK,departure,18:35,KHH Kaohsiung,CI840,China Airlines,text,3h 20m,True,2026-02-10T19:30:25.288482
2026-02-20,BKK,departure,18:35,HAN Hanoi,VJ904,VietJet,text,1h 50m,True,2026-02-10T19:30:25.374273
2026-02-20,BKK,departure,18:35,MAD Madrid,E9846,Iberojet,text,13h 50m,True,2026-02-10T19:30:25.465507
2026-02-20,BKK,departure,18:35,HKT Phuket,VZ2304,Vietjet Thailand,text,1h 35m,True,2026-02-10T19:30:25.555235
2026-02-20,BKK,departure,18:35,PKX Beijing,VZ3718,Vietjet Thailand,text,4h 40m,True,2026-02-10T19:30:25.688878
2026-02-20,BKK,departure,18:40,USM Koh Samui,PG177,Bangkok Airways,text,1h 10m,True,2026-02-10T19:30:25.775468
2026-02-20,BKK,departure,18:40,KBV Krabi,VZ344,Vietjet Thailand,text,1h 30m,True,2026-02-10T19:30:25.863573
2026-02-20,BKK,departure,18:40,KUL Kuala Lumpur,MH775,Malaysia Airlines,text,2h 20m,True,2026-02-10T19:30:25.955452
2026-02-20,BKK,departure,18:45,ISB Islamabad,TG349,Thai Airways,text,5h 35m,True,2026-02-10T19:30:26.039496
2026-02-20,BKK,departure,18:45,MNL Manila,PR737,PAL,text,3h 30m,True,2026-02-10T19:30:26.129562
2026-02-20,BKK,departure,18:50,PVG Shanghai,9C8892,Spring Airlines,text,4h 40m,True,2026-02-10T19:30:26.220401
2026-02-20,BKK,departure,18:50,CNX Chiang Mai,VZ2106,Vietjet Thailand,text,1h 30m,True,2026-02-10T19:30:26.321418
2026-02-20,BKK,departure,18:50,KHI Karachi,TG341,Thai Airways,text,5h 35m,True,2026-02-10T19:30:26.432408
2026-02-20,BKK,departure,18:55,BOM Mumbai,TG317,Thai Airways,text,4h 35m,True,2026-02-10T19:30:26.521823
