date,airport,direction,time,destination,flight,airline,duration,page_date_verified,scraped_at
2026-02-20,NNT,departure,10:00,DMK Bangkok,FD3555,Thai AirAsia,1h 10m,True,2026-02-18T10:19:39.158815
2026-02-20,NNT,departure,10:50,DMK Bangkok,DD171,Nok Air,1h 10m,True,2026-02-18T10:19:39.250969
2026-02-20,NNT,departure,13:25,DMK Bangkok,FD3553,Thai AirAsia,1h 10m,True,2026-02-18T10:19:39.333704
2026-02-20,NNT,departure,14:30,DMK Bangkok,FD3559,Thai AirAsia,1h 20m,True,2026-02-18T10:19:39.422502
2026-02-20,NNT,departure,18:40,DMK Bangkok,FD3557,Thai AirAsia,1h 10m,True,2026-02-18T10:19:39.506585
2026-02-20,NNT,arrival,09:30,DMK Bangkok,FD3554,Thai AirAsia,1h 15m,True,2026-02-18T10:19:51.724378
2026-02-20,NNT,arrival,10:20,DMK Bangkok,DD170,Nok Air,1h 15m,True,2026-02-18T10:19:51.803907
2026-02-20,NNT,arrival,12:55,DMK Bangkok,FD3552,Thai AirAsia,1h 15m,True,2026-02-18T10:19:51.891117
2026-02-20,NNT,arrival,14:00,DMK Bangkok,FD3558,Thai AirAsia,1h 15m,True,2026-02-18T10:19:51.976140
2026-02-20,NNT,arrival,18:10,DMK Bangkok,FD3556,Thai AirAsia,1h 15m,True,2026-02-18T10:19:52.060133
