date,airport,direction,time,destination,flight,airline,airline_source,duration,page_date_verified,scraped_at
2026-02-19,BKK,departure,11:15,MNL Manila,5J930,Cebu Pacific,text,3h 45m,True,2026-02-10T19:26:44.626752
2026-02-19,BKK,departure,11:15,NAW Narathiwat,FD4252,Thai AirAsia,text,1h 40m,True,2026-02-10T19:26:44.711580
2026-02-19,BKK,departure,11:15,USM Koh Samui,PG157,Bangkok Airways,text,1h 35m,True,2026-02-10T19:26:44.799145
2026-02-19,BKK,departure,11:20,TPE Taipei,BR62,EVA Air,text,3h 40m,True,2026-02-10T19:26:44.885841
2026-02-19,BKK,departure,11:20,SAI Siem Reap,PG905,Bangkok Airways,text,1h 20m,True,2026-02-10T19:26:44.974855
2026-02-19,BKK,departure,11:20,SGN Ho Chi Minh City,VN600,Vietnam Airlines,text,1h 45m,True,2026-02-10T19:26:45.061357
2026-02-19,BKK,departure,11:25,IKT Irkutsk,S76308,S7 Airlines,text,6h 35m,True,2026-02-10T19:26:45.161783
2026-02-19,BKK,departure,11:25,USM Koh Samui,PG133,Bangkok Airways,text,1h 10m,True,2026-02-10T19:26:45.258313
2026-02-19,BKK,departure,11:25,MDL Mandalay,8M338,MAI,text,1h 50m,True,2026-02-10T19:26:45.346394
2026-02-19,BKK,departure,11:25,CAN Guangzhou,CZ358,China Southern,text,3h 0m,True,2026-02-10T19:26:45.431534
2026-02-19,BKK,departure,11:30,XIY Xian,9C6300,Spring Airlines,text,3h 50m,True,2026-02-10T19:26:45.519102
2026-02-19,BKK,departure,11:30,SHJ Sharjah,G9824,Air Arabia,text,7h 0m,True,2026-02-10T19:26:45.604377
2026-02-19,BKK,departure,11:30,HKT Phuket,TG207,Thai Airways,text,1h 30m,True,2026-02-10T19:26:45.690508
2026-02-19,BKK,departure,11:30,SIN Singapore,TG413,Thai Airways,text,2h 20m,True,2026-02-10T19:26:45.777566
2026-02-19,BKK,departure,11:35,CDG Paris,AF199,Air France,text,13h 0m,True,2026-02-10T19:26:45.865353
2026-02-19,BKK,departure,11:35,PQC Phu Quoc,VZ984,Vietjet Thailand,text,1h 20m,True,2026-02-10T19:26:45.957463
2026-02-19,BKK,departure,11:35,KWI Kuwait,KU412,Kuwait Airways,text,7h 40m,True,2026-02-10T19:26:46.063562
2026-02-19,BKK,departure,11:35,KTI Phnom Penh,KR702,Cambodia Airways,text,1h 15m,True,2026-02-10T19:26:46.152319
2026-02-19,BKK,departure,11:40,CXR Nha Trang,VZ968,Vietjet Thailand,text,1h 50m,True,2026-02-10T19:26:46.239887
2026-02-19,BKK,departure,11:40,HKG Hong Kong,CX750,Cathay Pacific,text,2h 50m,True,2026-02-10T19:26:46.327495
2026-02-19,BKK,departure,11:45,NNG Nanning,9C7486,Spring Airlines,text,2h 20m,True,2026-02-10T19:26:46.415441
2026-02-19,BKK,departure,11:45,SGN Ho Chi Minh City,VJ802,VietJet,text,1h 25m,True,2026-02-10T19:26:46.502638
2026-02-19,BKK,departure,11:50,CKG Chongqing,HU424,Hainan Airlines,text,3h 25m,True,2026-02-10T19:26:46.588868
2026-02-19,BKK,departure,11:50,SIN Singapore,TR607,Scoot,text,2h 40m,True,2026-02-10T19:26:46.675664
2026-02-19,BKK,departure,11:55,USM Koh Samui,PG135,Bangkok Airways,text,1h 10m,True,2026-02-10T19:26:46.763620
2026-02-19,BKK,departure,11:55,KHH Kaohsiung,TG630,Thai Airways,text,3h 20m,True,2026-02-10T19:26:46.857966
2026-02-19,BKK,departure,11:55,SZX Shenzhen,CZ8076,China Southern,text,2h 45m,True,2026-02-10T19:26:46.957943
2026-02-19,BKK,departure,11:55,VTE Vientiane,TG570,Thai Airways,text,1h 10m,True,2026-02-10T19:26:47.045493
2026-02-19,BKK,departure,12:00,FOC Fuzhou,9C7302,Spring Airlines,text,3h 30m,True,2026-02-10T19:26:47.134257
2026-02-19,BKK,departure,12:00,SVX Yekaterinburg,SU653,Aeroflot,text,9h 5m,True,2026-02-10T19:26:47.220912
2026-02-19,BKK,departure,12:00,CNX Chiang Mai,TG106,Thai Airways,text,1h 20m,True,2026-02-10T19:26:47.310029
2026-02-19,BKK,departure,12:00,SIN Singapore,SQ707,Singapore Airlines,text,2h 35m,True,2026-02-10T19:26:47.397555
2026-02-19,BKK,departure,12:05,HKT Phuket,FD4110,Thai AirAsia,text,1h 40m,True,2026-02-10T19:26:47.483793
2026-02-19,BKK,departure,12:05,CSX Changsha,MF8644,XiamenAir,text,3h 15m,True,2026-02-10T19:26:47.573880
2026-02-19,BKK,departure,12:10,SZX Shenzhen,ZH310,Shenzhen Airlines,text,2h 45m,True,2026-02-10T19:26:47.666513
2026-02-19,BKK,departure,12:10,CNX Chiang Mai,VZ110,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:26:47.770971
2026-02-19,BKK,departure,12:10,AMS Amsterdam,BR75,EVA Air,text,12h 55m,True,2026-02-10T19:26:47.860674
2026-02-19,BKK,departure,12:15,XMN Xiamen,MF854,XiamenAir,text,3h 10m,True,2026-02-10T19:26:47.947116
2026-02-19,BKK,departure,12:15,AMS Amsterdam,KL844,KLM,text,12h 30m,True,2026-02-10T19:26:48.035824
2026-02-19,BKK,departure,12:15,FCO Rome,AZ759,ITA Airways,text,12h 40m,True,2026-02-10T19:26:48.124043
2026-02-19,BKK,departure,12:20,HAN Hanoi,VN610,Vietnam Airlines,text,1h 55m,True,2026-02-10T19:26:48.209044
2026-02-19,BKK,departure,12:20,ICN Seoul,OZ744,Asiana,text,5h 20m,True,2026-02-10T19:26:48.294178
2026-02-19,BKK,departure,12:25,CNX Chiang Mai,PG225,Bangkok Airways,text,1h 20m,True,2026-02-10T19:26:48.384335
2026-02-19,BKK,departure,12:25,CEI Chiang Rai,TG132,Thai Airways,text,1h 30m,True,2026-02-10T19:26:48.472570
2026-02-19,BKK,departure,12:25,LGW London,Z0792,Norse Atlantic UK,text,12h 55m,True,2026-02-10T19:26:48.566093
2026-02-19,BKK,departure,12:25,CAN Guangzhou,CZ8080,China Southern,text,2h 55m,True,2026-02-10T19:26:48.667778
2026-02-19,BKK,departure,12:30,HDY Hat Yai,TG263,Thai Airways,text,1h 30m,True,2026-02-10T19:26:48.755590
2026-02-19,BKK,departure,12:30,UTH Udon Thani,TG4,Thai Airways,text,1h 10m,True,2026-02-10T19:26:48.840613
2026-02-19,BKK,departure,12:35,CNX Chiang Mai,FD4106,Thai AirAsia,text,1h 25m,True,2026-02-10T19:26:48.930054
2026-02-19,BKK,departure,12:35,DPS Denpasar,TG439,Thai Airways,text,4h 25m,True,2026-02-10T19:26:49.018513
2026-02-19,BKK,departure,12:40,LHR London,BR67,EVA Air,text,13h 25m,True,2026-02-10T19:26:49.103750
2026-02-19,BKK,departure,12:40,HKT Phuket,PG273,Bangkok Airways,text,1h 35m,True,2026-02-10T19:26:49.188536
2026-02-19,BKK,departure,12:40,FRA Frankfurt,TG922,Thai Airways,text,12h 25m,True,2026-02-10T19:26:49.271360
2026-02-19,BKK,departure,12:40,YCU Yuncheng,ZH282,Shenzhen Airlines,text,3h 50m,True,2026-02-10T19:26:49.356307
2026-02-19,BKK,departure,12:45,TDX Trat,PG305,Bangkok Airways,text,1h 0m,True,2026-02-10T19:26:49.446527
2026-02-19,BKK,departure,12:45,CPH Copenhagen,SK974,SAS,text,12h 30m,True,2026-02-10T19:26:49.543976
2026-02-19,BKK,departure,12:45,SWA Jieyang,CZ8356,China Southern,text,2h 55m,True,2026-02-10T19:26:49.629445
2026-02-19,BKK,departure,12:45,TPE Taipei,BR212,EVA Air,text,3h 30m,True,2026-02-10T19:26:49.713215
2026-02-19,BKK,departure,12:45,HKG Hong Kong,CX788,Cathay Pacific,text,2h 55m,True,2026-02-10T19:26:49.798873
2026-02-19,BKK,departure,12:50,TPE Taipei,TG634,Thai Airways,text,3h 30m,True,2026-02-10T19:26:49.890144
2026-02-19,BKK,departure,12:50,HGH Hangzhou,JD420,Capital Airlines,text,3h 50m,True,2026-02-10T19:26:49.979067
2026-02-19,BKK,departure,13:05,MAA Chennai,6E1062,IndiGo,text,3h 35m,True,2026-02-10T19:26:50.067183
2026-02-19,BKK,departure,13:05,HKG Hong Kong,CX618,Cathay Pacific,text,2h 55m,True,2026-02-10T19:26:50.156449
2026-02-19,BKK,departure,13:10,NST Nakhon Si Thammarat,VZ334,Vietjet Thailand,text,1h 20m,True,2026-02-10T19:26:50.242427
2026-02-19,BKK,departure,13:15,KTI Phnom Penh,TK52,Turkish Airlines,text,1h 25m,True,2026-02-10T19:26:50.341350
2026-02-19,BKK,departure,13:15,ZRH Zurich,LX181,SWISS,text,12h 10m,True,2026-02-10T19:26:50.462885
2026-02-19,BKK,departure,13:15,UTH Udon Thani,VZ204,Vietjet Thailand,text,1h 10m,True,2026-02-10T19:26:50.542056
2026-02-19,BKK,departure,13:20,LHR London,TG916,Thai Airways,text,13h 15m,True,2026-02-10T19:26:50.622055
2026-02-19,BKK,departure,13:20,TSN Tianjin,MF8652,XiamenAir,text,4h 55m,True,2026-02-10T19:26:50.707452
2026-02-19,BKK,departure,13:20,MNL Manila,PR731,PAL,text,3h 45m,True,2026-02-10T19:26:50.788618
2026-02-19,BKK,departure,13:25,CEI Chiang Rai,VZ132,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:26:50.870592
2026-02-19,BKK,departure,13:30,CNX Chiang Mai,TG110,Thai Airways,text,1h 15m,True,2026-02-10T19:26:50.960144
2026-02-19,BKK,departure,13:35,PVG Shanghai,MU542,China Eastern,text,4h 10m,True,2026-02-10T19:26:51.054364
2026-02-19,BKK,departure,13:40,HKT Phuket,VZ2300,Vietjet Thailand,text,1h 35m,True,2026-02-10T19:26:51.143038
2026-02-19,BKK,departure,13:45,TFU Chengdu,9C7502,Spring Airlines,text,3h 15m,True,2026-02-10T19:26:51.225413
2026-02-19,BKK,departure,13:45,HKG Hong Kong,EK384,Emirates,text,2h 55m,True,2026-02-10T19:26:51.319463
2026-02-19,BKK,departure,13:45,TPE Taipei,JX742,Starlux,text,3h 40m,True,2026-02-10T19:26:51.396191
2026-02-19,BKK,departure,13:45,CMB Colombo,UL405,SriLankan Airlines,text,3h 30m,True,2026-02-10T19:26:51.481517
2026-02-19,BKK,departure,13:50,TFU Chengdu,CA466,Air China,text,3h 0m,True,2026-02-10T19:26:51.566956
2026-02-19,BKK,departure,13:50,PNQ Pune,IX241,Air India Express,text,4h 40m,True,2026-02-10T19:26:51.648104
2026-02-19,BKK,departure,13:50,CNX Chiang Mai,VZ106,Vietjet Thailand,text,1h 20m,True,2026-02-10T19:26:51.731925
2026-02-19,BKK,departure,13:50,PVG Shanghai,9C7422,Spring Airlines,text,4h 15m,True,2026-02-10T19:26:51.813256
2026-02-19,BKK,departure,13:55,CAN Guangzhou,CZ8100,China Southern,text,3h 5m,True,2026-02-10T19:26:51.899927
2026-02-19,BKK,departure,13:55,HKT Phuket,TG211,Thai Airways,text,1h 30m,True,2026-02-10T19:26:51.989965
2026-02-19,BKK,departure,14:00,SGN Ho Chi Minh City,VJ804,VietJet,text,1h 30m,True,2026-02-10T19:26:52.091841
2026-02-19,BKK,departure,14:00,HKG Hong Kong,TG638,Thai Airways,text,2h 45m,True,2026-02-10T19:26:52.184431
2026-02-19,BKK,departure,14:00,VIE Vienna,OS6,Austrian,text,11h 35m,True,2026-02-10T19:26:52.272769
2026-02-19,BKK,departure,14:05,TPE Taipei,CI832,China Airlines,text,3h 35m,True,2026-02-10T19:26:52.360653
2026-02-19,BKK,departure,14:05,XIY Xian,9C6294,Spring Airlines,text,3h 50m,True,2026-02-10T19:26:52.449705
2026-02-19,BKK,departure,14:10,DAC Dhaka,BS218,US-Bangla Airlines,text,2h 40m,True,2026-02-10T19:26:52.550888
2026-02-19,BKK,departure,14:10,KBV Krabi,FD4400,Thai AirAsia,text,1h 25m,True,2026-02-10T19:26:52.720714
2026-02-19,BKK,departure,14:10,KKC Khon Kaen,TG44,Thai Airways,text,1h 0m,True,2026-02-10T19:26:52.807153
2026-02-19,BKK,departure,14:15,CGK Jakarta,GA867,Garuda Indonesia,text,3h 40m,True,2026-02-10T19:26:52.889190
2026-02-19,BKK,departure,14:15,MNL Manila,TG624,Thai Airways,text,3h 10m,True,2026-02-10T19:26:52.972554
2026-02-19,BKK,departure,14:15,CGK Jakarta,ET628,Ethiopian,text,3h 50m,True,2026-02-10T19:26:53.057816
2026-02-19,BKK,departure,14:15,KUL Kuala Lumpur,MH789,Malaysia Airlines,text,2h 20m,True,2026-02-10T19:26:53.146812
2026-02-19,BKK,departure,14:20,HKT Phuket,FD4112,Thai AirAsia,text,1h 30m,True,2026-02-10T19:26:53.238050
2026-02-19,BKK,departure,14:20,SGN Ho Chi Minh City,VN604,Vietnam Airlines,text,1h 45m,True,2026-02-10T19:26:53.321059
2026-02-19,BKK,departure,14:25,USM Koh Samui,PG151,Bangkok Airways,text,1h 10m,True,2026-02-10T19:26:53.402566
2026-02-19,BKK,departure,14:25,CGK Jakarta,TG435,Thai Airways,text,3h 30m,True,2026-02-10T19:26:53.483136
2026-02-19,BKK,departure,14:25,HND Tokyo,NH878,ANA,text,5h 45m,True,2026-02-10T19:26:53.565985
2026-02-19,BKK,departure,14:25,NGB Ningbo,9C7432,Spring Airlines,text,4h 15m,True,2026-02-10T19:26:53.669025
2026-02-19,BKK,departure,14:25,KBV Krabi,VZ342,Vietjet Thailand,text,1h 30m,True,2026-02-10T19:26:53.752762
2026-02-19,BKK,departure,14:30,CEI Chiang Rai,FD4152,Thai AirAsia,text,1h 25m,True,2026-02-10T19:26:53.841550
2026-02-19,BKK,departure,14:30,USM Koh Samui,PG153,Bangkok Airways,text,1h 10m,True,2026-02-10T19:26:53.923786
2026-02-19,BKK,departure,14:30,SGN Ho Chi Minh City,VU130,Vietravel Airlines,text,1h 40m,True,2026-02-10T19:26:54.005886
2026-02-19,BKK,departure,14:35,OVB Novosibirsk,S75702,S7 Airlines,text,10h 0m,True,2026-02-10T19:26:54.088314
2026-02-19,BKK,departure,14:40,CAN Guangzhou,KQ886,Kenya Airways,text,2h 55m,True,2026-02-10T19:26:54.173329
2026-02-19,BKK,departure,14:40,PQC Phu Quoc,VZ982,Vietjet Thailand,text,1h 20m,True,2026-02-10T19:26:54.255886
2026-02-19,BKK,departure,14:40,UBP Ubon Ratchathani,VZ224,Vietjet Thailand,text,1h 5m,True,2026-02-10T19:26:54.340271
2026-02-19,BKK,departure,14:40,AUH Abu Dhabi,EY405,Etihad,text,7h 25m,True,2026-02-10T19:26:54.421953
2026-02-19,BKK,departure,14:40,TPE Taipei,BR202,EVA Air,text,3h 35m,True,2026-02-10T19:26:54.506700
2026-02-19,BKK,departure,14:45,BOM Mumbai,AI2353,Air India,text,4h 35m,True,2026-02-10T19:26:54.590253
2026-02-19,BKK,departure,14:50,HND Tokyo,TG660,Thai Airways,text,5h 40m,True,2026-02-10T19:26:54.674340
2026-02-19,BKK,departure,14:55,SIN Singapore,TG407,Thai Airways,text,2h 20m,True,2026-02-10T19:26:54.759557
2026-02-19,BKK,departure,15:00,HKT Phuket,TG215,Thai Airways,text,1h 30m,True,2026-02-10T19:26:54.844663
2026-02-19,BKK,departure,15:00,SWA Jieyang,9C6194,Spring Airlines,text,2h 55m,True,2026-02-10T19:26:54.926697
2026-02-19,BKK,departure,15:00,HEL Helsinki,AY144,Finnair,text,12h 35m,True,2026-02-10T19:26:55.014528
2026-02-19,BKK,departure,15:05,KMG Kunming,MU6088,China Eastern,text,2h 25m,True,2026-02-10T19:26:55.097168
2026-02-19,BKK,departure,15:05,CNX Chiang Mai,TG112,Thai Airways,text,1h 20m,True,2026-02-10T19:26:55.178603
2026-02-19,BKK,departure,15:05,HAN Hanoi,VJ902,VietJet,text,1h 55m,True,2026-02-10T19:26:55.263830
2026-02-19,BKK,departure,15:05,HKG Hong Kong,CX674,Cathay Pacific,text,2h 55m,True,2026-02-10T19:26:55.346886
2026-02-19,BKK,departure,15:10,DEL Delhi,AI2356,Air India,text,4h 50m,True,2026-02-10T19:26:55.427870
2026-02-19,BKK,departure,15:15,KHV Khabarovsk,SU655,Aeroflot,text,6h 55m,True,2026-02-10T19:26:55.510199
2026-02-19,BKK,departure,15:15,CNX Chiang Mai,VZ108,Vietjet Thailand,text,1h 30m,True,2026-02-10T19:26:55.590073
2026-02-19,BKK,departure,15:15,USM Koh Samui,PG161,Bangkok Airways,text,1h 10m,True,2026-02-10T19:26:55.670761
2026-02-19,BKK,departure,15:15,CAN Guangzhou,CZ5096,China Southern,text,2h 55m,True,2026-02-10T19:26:55.751943
2026-02-19,BKK,departure,15:20,RUH Riyadh,SV847,Saudia,text,8h 10m,True,2026-02-10T19:26:55.832888
2026-02-19,BKK,departure,15:25,HKT Phuket,VZ306,Vietjet Thailand,text,1h 35m,True,2026-02-10T19:26:55.914220
2026-02-19,BKK,departure,15:30,DEL Delhi,6E1054,IndiGo,text,4h 40m,True,2026-02-10T19:26:55.995577
2026-02-19,BKK,departure,15:30,USM Koh Samui,PG145,Bangkok Airways,text,1h 10m,True,2026-02-10T19:26:56.080037
2026-02-19,BKK,departure,15:30,THS Sukhothai,PG213,Bangkok Airways,text,1h 20m,True,2026-02-10T19:26:56.163702
2026-02-19,BKK,departure,15:40,RGN Yangon,8M334,MAI,text,1h 20m,True,2026-02-10T19:26:56.243250
2026-02-19,BKK,departure,15:45,CAN Guangzhou,CZ3082,China Southern,text,2h 55m,True,2026-02-10T19:26:56.325671
2026-02-19,BKK,departure,15:45,LJG Lijiang,DR5042,Ruili Airlines,text,2h 40m,True,2026-02-10T19:26:56.406766
2026-02-19,BKK,departure,15:50,HKG Hong Kong,HX776,Hong Kong Airlines,text,2h 50m,True,2026-02-10T19:26:56.489039
2026-02-19,BKK,departure,15:50,USM Koh Samui,PG163,Bangkok Airways,text,1h 10m,True,2026-02-10T19:26:56.571096
2026-02-19,BKK,departure,15:50,PVG Shanghai,9C7280,Spring Airlines,text,4h 5m,True,2026-02-10T19:26:56.653267
2026-02-19,BKK,departure,15:50,DAD Da Nang,VZ962,Vietjet Thailand,text,1h 40m,True,2026-02-10T19:26:56.737983
2026-02-19,BKK,departure,15:50,SIN Singapore,SQ709,Singapore Airlines,text,2h 35m,True,2026-02-10T19:26:56.817972
2026-02-19,BKK,departure,15:55,KMG Kunming,MU742,China Eastern,text,2h 30m,True,2026-02-10T19:26:56.897839
2026-02-19,BKK,departure,15:55,HAN Hanoi,VN614,Vietnam Airlines,text,1h 55m,True,2026-02-10T19:26:56.979288
2026-02-19,BKK,departure,16:00,BFV Buri Ram,FD4511,Thai AirAsia,text,1h 5m,True,2026-02-10T19:26:57.062263
2026-02-19,BKK,departure,16:05,MFM Macau,NX935,Air Macau,text,2h 35m,True,2026-02-10T19:26:57.147668
2026-02-19,BKK,departure,16:10,STV Surat Gujarat,IX263,Air India Express,text,5h 0m,True,2026-02-10T19:26:57.226494
2026-02-19,BKK,departure,16:15,DAC Dhaka,BG389,Biman,text,2h 45m,True,2026-02-10T19:26:57.303703
2026-02-19,BKK,departure,16:15,TDX Trat,PG307,Bangkok Airways,text,1h 0m,True,2026-02-10T19:26:57.389805
2026-02-19,BKK,departure,16:15,UBP Ubon Ratchathani,TG28,Thai Airways,text,1h 10m,True,2026-02-10T19:26:57.471717
2026-02-19,BKK,departure,16:15,USM Koh Samui,PG159,Bangkok Airways,text,1h 35m,True,2026-02-10T19:26:57.552801
2026-02-19,BKK,departure,16:15,PVG Shanghai,9C7282,Spring Airlines,text,4h 10m,True,2026-02-10T19:26:57.629673
2026-02-19,BKK,departure,16:20,PEK Beijing,HU430,Hainan Airlines,text,4h 40m,True,2026-02-10T19:26:57.705882
2026-02-19,BKK,departure,16:20,NKG Nanjing,JD620,Capital Airlines,text,3h 35m,True,2026-02-10T19:26:57.784589
2026-02-19,BKK,departure,16:20,KTI Phnom Penh,KR704,Cambodia Airways,text,1h 30m,True,2026-02-10T19:26:57.864908
2026-02-19,BKK,departure,16:25,CNX Chiang Mai,FD4108,Thai AirAsia,text,1h 20m,True,2026-02-10T19:26:57.947348
2026-02-19,BKK,departure,16:25,NOU Noumea,SB501,Aircalin,text,10h 5m,True,2026-02-10T19:26:58.027538
2026-02-19,BKK,departure,16:25,HKG Hong Kong,UO701,HK Express,text,2h 55m,True,2026-02-10T19:26:58.111251
2026-02-19,BKK,departure,16:30,HDY Hat Yai,FD4204,Thai AirAsia,text,1h 30m,True,2026-02-10T19:26:58.194090
2026-02-19,BKK,departure,16:30,TLV Tel Aviv-Yafo,LY84,El Al,text,11h 15m,True,2026-02-10T19:26:58.274917
2026-02-19,BKK,departure,16:30,USM Koh Samui,PG165,Bangkok Airways,text,1h 10m,True,2026-02-10T19:26:58.353531
2026-02-19,BKK,departure,16:30,IKT Irkutsk,S76310,S7 Airlines,text,6h 25m,True,2026-02-10T19:26:58.434956
2026-02-19,BKK,departure,16:30,KJA Krasnojarsk,SU815,Aeroflot,text,7h 0m,True,2026-02-10T19:26:58.511276
2026-02-19,BKK,departure,16:35,SIN Singapore,TG409,Thai Airways,text,2h 20m,True,2026-02-10T19:26:58.615095
2026-02-19,BKK,departure,16:45,KWE Guiyang,AQ1208,9 Air,text,2h 5m,True,2026-02-10T19:26:58.696742
2026-02-19,BKK,departure,16:45,KUL Kuala Lumpur,TG417,Thai Airways,text,2h 10m,True,2026-02-10T19:26:58.778551
2026-02-19,BKK,departure,16:50,PVG Shanghai,FM834,Shanghai Airlines,text,4h 20m,True,2026-02-10T19:26:58.860428
2026-02-19,BKK,departure,16:50,CEI Chiang Rai,TG136,Thai Airways,text,1h 30m,True,2026-02-10T19:26:58.941760
2026-02-19,BKK,departure,16:50,UTH Udon Thani,VZ202,Vietjet Thailand,text,1h 10m,True,2026-02-10T19:26:59.022724
2026-02-19,BKK,departure,16:55,HKG Hong Kong,UA821,United,text,2h 50m,True,2026-02-10T19:26:59.104108
2026-02-19,BKK,departure,16:55,HKG Hong Kong,CX706,Cathay Pacific,text,2h 45m,True,2026-02-10T19:26:59.188164
2026-02-19,BKK,departure,17:00,URT Surat Thani,VZ352,Vietjet Thailand,text,1h 20m,True,2026-02-10T19:26:59.269817
2026-02-19,BKK,departure,17:00,KBV Krabi,VZ2342,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:26:59.351918
2026-02-19,BKK,departure,17:00,SIN Singapore,TR637,Scoot,text,2h 40m,True,2026-02-10T19:26:59.435123
2026-02-19,BKK,departure,17:05,KUL Kuala Lumpur,MH783,Malaysia Airlines,text,2h 20m,True,2026-02-10T19:26:59.515772
2026-02-19,BKK,departure,17:05,BLR Bengaluru,IX883,Air India Express,text,4h 10m,True,2026-02-10T19:26:59.596873
2026-02-19,BKK,departure,17:10,HYD Hyderabad,6E1068,IndiGo,text,3h 55m,True,2026-02-10T19:26:59.680068
2026-02-19,BKK,departure,17:10,RGN Yangon,TG303,Thai Airways,text,1h 20m,True,2026-02-10T19:26:59.761527
2026-02-19,BKK,departure,17:10,LYA Luoyang,UQ2642,Urumqi Airlines,text,4h 10m,True,2026-02-10T19:26:59.840627
2026-02-19,BKK,departure,17:15,TPE Taipei,BR68,EVA Air,text,3h 35m,True,2026-02-10T19:26:59.923184
2026-02-19,BKK,departure,17:15,HKT Phuket,TG217,Thai Airways,text,1h 30m,True,2026-02-10T19:27:00.006373
2026-02-19,BKK,departure,17:20,USM Koh Samui,PG171,Bangkok Airways,text,1h 35m,True,2026-02-10T19:27:00.094126
2026-02-19,BKK,departure,17:20,HKG Hong Kong,UO729,HK Express,text,3h 0m,True,2026-02-10T19:27:00.177835
2026-02-19,BKK,departure,17:25,HGH Hangzhou,GJ8022,Loong Air,text,4h 0m,True,2026-02-10T19:27:00.256513
2026-02-19,BKK,departure,17:25,KKC Khon Kaen,VZ214,Vietjet Thailand,text,1h 5m,True,2026-02-10T19:27:00.338122
2026-02-19,BKK,departure,17:25,SAI Siem Reap,PG907,Bangkok Airways,text,1h 20m,True,2026-02-10T19:27:00.416028
2026-02-19,BKK,departure,17:30,HAN Hanoi,TG564,Thai Airways,text,1h 50m,True,2026-02-10T19:27:00.496640
2026-02-19,BKK,departure,17:30,TPE Taipei,TG636,Thai Airways,text,3h 40m,True,2026-02-10T19:27:00.576429
2026-02-19,BKK,departure,17:30,HKT Phuket,PG277,Bangkok Airways,text,1h 35m,True,2026-02-10T19:27:00.657758
2026-02-19,BKK,departure,17:30,USM Koh Samui,PG173,Bangkok Airways,text,1h 10m,True,2026-02-10T19:27:00.741370
2026-02-19,BKK,departure,17:35,SGN Ho Chi Minh City,TG556,Thai Airways,text,1h 30m,True,2026-02-10T19:27:00.824306
2026-02-19,BKK,departure,17:35,XMN Xiamen,MF834,XiamenAir,text,3h 10m,True,2026-02-10T19:27:00.904081
2026-02-19,BKK,departure,17:40,TPE Taipei,JX746,Starlux,text,3h 50m,True,2026-02-10T19:27:00.985598
2026-02-19,BKK,departure,17:40,HKG Hong Kong,CX708,Cathay Pacific,text,2h 50m,True,2026-02-10T19:27:01.066715
2026-02-19,BKK,departure,17:45,KTI Phnom Penh,VZ722,Vietjet Thailand,text,1h 15m,True,2026-02-10T19:27:01.147341
2026-02-19,BKK,departure,17:50,TPE Taipei,CI836,China Airlines,text,3h 35m,True,2026-02-10T19:27:01.233267
2026-02-19,BKK,departure,17:55,TFU Chengdu,CA472,Air China,text,3h 20m,True,2026-02-10T19:27:01.312209
2026-02-19,BKK,departure,17:55,DEL Delhi,AI2335,Air India,text,4h 50m,True,2026-02-10T19:27:01.396938
2026-02-19,BKK,departure,17:55,SHJ Sharjah,G9817,Air Arabia,text,7h 0m,True,2026-02-10T19:27:01.476055
2026-02-19,BKK,departure,18:00,SYD Sydney,QF296,Qantas,text,9h 35m,True,2026-02-10T19:27:01.555164
2026-02-19,BKK,departure,18:00,CEI Chiang Rai,VZ134,Vietjet Thailand,text,1h 25m,True,2026-02-10T19:27:01.635680
2026-02-19,BKK,departure,18:00,DAD Da Nang,VN626,Vietnam Airlines,text,1h 35m,True,2026-02-10T19:27:01.714871
2026-02-19,BKK,departure,18:05,CAN Guangzhou,CZ8024,China Southern,text,2h 50m,True,2026-02-10T19:27:01.795994
2026-02-19,BKK,departure,18:05,FOC Fuzhou,MF876,XiamenAir,text,3h 40m,True,2026-02-10T19:27:01.875154
2026-02-19,BKK,departure,18:10,SIN Singapore,SQ711,Singapore Airlines,text,2h 30m,True,2026-02-10T19:27:01.955550
2026-02-19,BKK,departure,18:10,HKG Hong Kong,TG602,Thai Airways,text,2h 45m,True,2026-02-10T19:27:02.032081
2026-02-19,BKK,departure,18:15,KTI Phnom Penh,TG584,Thai Airways,text,1h 20m,True,2026-02-10T19:27:02.109046
2026-02-19,BKK,departure,18:20,UTH Udon Thani,FD4352,Thai AirAsia,text,1h 10m,True,2026-02-10T19:27:02.187192
2026-02-19,BKK,departure,18:20,MEL Melbourne,TG465,Thai Airways,text,9h 0m,True,2026-02-10T19:27:02.275192
2026-02-19,BKK,departure,18:20,TFU Chengdu,3U3936,Sichuan Airlines,text,3h 0m,True,2026-02-10T19:27:02.355615
2026-02-19,BKK,departure,18:20,HKG Hong Kong,HX772,Hong Kong Airlines,text,3h 20m,True,2026-02-10T19:27:02.437790
2026-02-19,BKK,departure,18:25,KBV Krabi,FD4408,Thai AirAsia,text,1h 35m,True,2026-02-10T19:27:02.517818
2026-02-19,BKK,departure,18:25,KBV Krabi,TG249,Thai Airways,text,1h 25m,True,2026-02-10T19:27:02.594844
2026-02-19,BKK,departure,18:25,TAO Qingdao,QW9898,Qingdao Airlines,text,4h 15m,True,2026-02-10T19:27:02.678351
2026-02-19,BKK,departure,18:30,HDY Hat Yai,TG267,Thai Airways,text,1h 30m,True,2026-02-10T19:27:02.757197
