date,airport,direction,time,destination,flight,airline,duration,page_date_verified,scraped_at
2026-04-09,ROI,departure,08:25,DMK Bangkok,FD3567,Thai AirAsia,1h 0m,True,2026-02-23T00:34:35.397741
2026-04-09,ROI,departure,10:20,DMK Bangkok,FD3561,Thai AirAsia,1h 5m,True,2026-02-23T00:34:35.620922
2026-04-09,ROI,departure,12:30,DMK Bangkok,FD3565,Thai AirAsia,0h 55m,True,2026-02-23T00:34:35.812006
2026-04-09,ROI,departure,17:20,DMK Bangkok,FD3569,Thai AirAsia,1h 0m,True,2026-02-23T00:34:35.960757
2026-04-09,ROI,departure,19:50,DMK Bangkok,FD3563,Thai AirAsia,1h 0m,True,2026-02-23T00:34:36.084613
2026-04-09,ROI,arrival,07:55,DMK Bangkok,FD3566,Thai AirAsia,1h 5m,True,2026-02-23T00:34:45.178546
2026-04-09,ROI,arrival,09:50,DMK Bangkok,FD3560,Thai AirAsia,1h 15m,True,2026-02-23T00:34:45.424541
2026-04-09,ROI,arrival,12:00,DMK Bangkok,FD3564,Thai AirAsia,1h 5m,True,2026-02-23T00:34:45.557942
2026-04-09,ROI,arrival,16:50,DMK Bangkok,FD3568,Thai AirAsia,1h 10m,True,2026-02-23T00:34:45.740602
2026-04-09,ROI,arrival,19:20,DMK Bangkok,FD3562,Thai AirAsia,1h 5m,True,2026-02-23T00:34:45.900809
