date,airport,direction,time,destination,flight,airline,airline_source,duration,aircraft,distance,seats,meals,arrival_terminal,codeshare,entertainment,page_date_verified,scraped_at
2026-04-18,JAF,departure,12:25,MAA Chennai,6E1178,IndiGo,text,1h 10m,ATR 72,"222 miles, 357 km",78,Meal (none specific),2,,,True,2026-02-17T11:12:16.375529
2026-04-18,JAF,departure,14:35,TRZ Tiruchirappalli,6E1188,IndiGo,text,0h 50m,ATR 72,"115 miles, 185 km",78,Meal (none specific),,,,True,2026-02-17T11:12:17.611085
2026-04-18,JAF,arrival,11:40,MAA Chennai,6E1177,IndiGo,text,1h 15m,ATR 72,"222 miles, 357 km",78,Meal (none specific),2,,,True,2026-02-17T11:13:21.305802
2026-04-18,JAF,arrival,13:45,TRZ Tiruchirappalli,6E1187,IndiGo,text,0h 50m,ATR 72,"115 miles, 185 km",78,Meal (none specific),,,,True,2026-02-17T11:13:22.517493
