date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-11-26,XZM,departure,10:00,HHP Hong Kong,E3109,NewGen Airways,0h 20m,2026-02-14T13:35:28.122303
2026-11-26,XZM,departure,11:00,HHP Hong Kong,E3111,NewGen Airways,0h 20m,2026-02-14T13:35:28.255676
2026-11-26,XZM,departure,12:00,HHP Hong Kong,E3113,NewGen Airways,0h 20m,2026-02-14T13:35:28.382464
2026-11-26,XZM,departure,12:30,HHP Hong Kong,E3107,NewGen Airways,0h 20m,2026-02-14T13:35:28.512322
2026-11-26,XZM,departure,13:00,HHP Hong Kong,E3115,NewGen Airways,0h 20m,2026-02-14T13:35:28.642594
2026-11-26,XZM,departure,13:00,SZX Shenzhen,E3201,NewGen Airways,0h 20m,2026-02-14T13:35:28.776738
2026-11-26,XZM,departure,13:30,HHP Hong Kong,E3109,NewGen Airways,0h 20m,2026-02-14T13:35:29.005185
2026-11-26,XZM,departure,14:00,HHP Hong Kong,E3117,NewGen Airways,0h 20m,2026-02-14T13:35:29.176510
2026-11-26,XZM,departure,14:30,HHP Hong Kong,E3111,NewGen Airways,0h 20m,2026-02-14T13:35:29.375456
2026-11-26,XZM,departure,15:00,SZX Shenzhen,E3203,NewGen Airways,0h 20m,2026-02-14T13:35:29.533153
2026-11-26,XZM,departure,15:30,HHP Hong Kong,E3113,NewGen Airways,0h 20m,2026-02-14T13:35:29.694863
2026-11-26,XZM,departure,16:30,HHP Hong Kong,E3115,NewGen Airways,0h 20m,2026-02-14T13:35:29.848275
2026-11-26,XZM,departure,17:30,SZX Shenzhen,E3205,NewGen Airways,0h 20m,2026-02-14T13:35:30.014933
2026-11-26,XZM,departure,19:00,HHP Hong Kong,E3127,NewGen Airways,0h 20m,2026-02-14T13:35:30.207706
2026-11-26,XZM,departure,20:00,SZX Shenzhen,E3207,NewGen Airways,0h 20m,2026-02-14T13:35:30.376706
2026-11-26,XZM,arrival,10:20,XZM Macau,E3109,NewGen Airways,0h 20m,2026-02-14T13:35:34.928154
2026-11-26,XZM,arrival,11:20,XZM Macau,E3111,NewGen Airways,0h 20m,2026-02-14T13:35:35.058379
2026-11-26,XZM,arrival,12:20,XZM Macau,E3113,NewGen Airways,0h 20m,2026-02-14T13:35:35.175558
2026-11-26,XZM,arrival,12:50,XZM Macau,E3107,NewGen Airways,0h 20m,2026-02-14T13:35:35.299849
2026-11-26,XZM,arrival,13:20,XZM Macau,E3115,NewGen Airways,0h 20m,2026-02-14T13:35:35.416347
2026-11-26,XZM,arrival,13:20,XZM Macau,E3201,NewGen Airways,0h 20m,2026-02-14T13:35:35.535362
2026-11-26,XZM,arrival,13:50,XZM Macau,E3109,NewGen Airways,0h 20m,2026-02-14T13:35:35.640566
2026-11-26,XZM,arrival,14:20,XZM Macau,E3117,NewGen Airways,0h 20m,2026-02-14T13:35:35.776320
2026-11-26,XZM,arrival,14:50,XZM Macau,E3111,NewGen Airways,0h 20m,2026-02-14T13:35:35.895232
2026-11-26,XZM,arrival,15:20,XZM Macau,E3203,NewGen Airways,0h 20m,2026-02-14T13:35:36.023075
2026-11-26,XZM,arrival,15:50,XZM Macau,E3113,NewGen Airways,0h 20m,2026-02-14T13:35:36.135183
2026-11-26,XZM,arrival,16:50,XZM Macau,E3115,NewGen Airways,0h 20m,2026-02-14T13:35:36.267070
2026-11-26,XZM,arrival,17:50,XZM Macau,E3205,NewGen Airways,0h 20m,2026-02-14T13:35:36.390090
2026-11-26,XZM,arrival,19:20,XZM Macau,E3127,NewGen Airways,0h 20m,2026-02-14T13:35:36.516467
2026-11-26,XZM,arrival,20:20,XZM Macau,E3207,NewGen Airways,0h 20m,2026-02-14T13:35:36.641816
