date,airport,direction,time,destination,flight,airline,duration,scraped_at
2026-07-25,MFM,departure,00:20,KTI Phnom Penh,KR504,Cambodia Airways,2h 35m,2026-02-13T21:15:52.518404
2026-07-25,MFM,departure,01:55,PUS Busan,BX382,Air Busan,3h 35m,2026-02-13T21:15:52.670723
2026-07-25,MFM,departure,07:10,TPE Taipei,NX632,Air Macau,1h 45m,2026-02-13T21:15:52.820383
2026-07-25,MFM,departure,07:40,BKK Bangkok,NX996,Air Macau,2h 55m,2026-02-13T21:15:52.965700
2026-07-25,MFM,departure,08:10,PEK Beijing,NX6,Air Macau,3h 15m,2026-02-13T21:15:53.120440
2026-07-25,MFM,departure,08:20,KIX Osaka,NX856,Air Macau,3h 35m,2026-02-13T21:15:53.282281
2026-07-25,MFM,departure,08:35,ICN Seoul,NX822,Air Macau,3h 40m,2026-02-13T21:15:53.424839
2026-07-25,MFM,departure,09:10,CEB Cebu City,Z27711,Philippines AirAsia,2h 50m,2026-02-13T21:15:53.572003
2026-07-25,MFM,departure,09:30,NRT Tokyo,NX862,Air Macau,4h 30m,2026-02-13T21:15:53.732440
2026-07-25,MFM,departure,09:50,RMQ Shalu,NX672,Air Macau,1h 45m,2026-02-13T21:15:53.908563
2026-07-25,MFM,departure,10:25,SHA Shanghai,NX110,Air Macau,2h 40m,2026-02-13T21:15:54.047434
2026-07-25,MFM,departure,11:00,TPE Taipei,JX202,Starlux,1h 50m,2026-02-13T21:15:54.194967
2026-07-25,MFM,departure,11:35,PEK Beijing,NX2,Air Macau,3h 35m,2026-02-13T21:15:54.338360
2026-07-25,MFM,departure,11:40,KUL Kuala Lumpur,NX922,Air Macau,3h 50m,2026-02-13T21:15:54.486644
2026-07-25,MFM,departure,11:50,SIN Singapore,NX908,Air Macau,4h 10m,2026-02-13T21:15:54.620636
2026-07-25,MFM,departure,11:50,PVG Shanghai,9C8876,Spring Airlines,2h 40m,2026-02-13T21:15:54.754737
2026-07-25,MFM,departure,11:55,TPE Taipei,NX612,Air Macau,1h 45m,2026-02-13T21:15:54.893264
2026-07-25,MFM,departure,12:10,HGH Hangzhou,NX226,Air Macau,2h 15m,2026-02-13T21:15:55.025846
2026-07-25,MFM,departure,12:15,TNA Jinan,NX260,Air Macau,2h 40m,2026-02-13T21:15:55.157069
2026-07-25,MFM,departure,12:20,TFU Chengdu,NX198,Air Macau,2h 40m,2026-02-13T21:15:55.303095
2026-07-25,MFM,departure,12:25,KHH Kaohsiung,NX668,Air Macau,1h 25m,2026-02-13T21:15:55.438861
2026-07-25,MFM,departure,12:35,BKK Bangkok,NX936,Air Macau,2h 45m,2026-02-13T21:15:55.574234
2026-07-25,MFM,departure,12:40,NKG Nanjing,NX128,Air Macau,2h 20m,2026-02-13T21:15:55.711978
2026-07-25,MFM,departure,12:50,NGB Ningbo,NX162,Air Macau,2h 5m,2026-02-13T21:15:55.853088
2026-07-25,MFM,departure,13:10,WUX Wuxi,ZH9098,Shenzhen Airlines,2h 40m,2026-02-13T21:15:56.003434
2026-07-25,MFM,departure,13:15,TPE Taipei,BR802,EVA Air,1h 45m,2026-02-13T21:15:56.141239
2026-07-25,MFM,departure,13:20,PVG Shanghai,NX136,Air Macau,2h 35m,2026-02-13T21:15:56.280779
2026-07-25,MFM,departure,13:25,PVG Shanghai,FM806,Shanghai Airlines,2h 30m,2026-02-13T21:15:56.417764
2026-07-25,MFM,departure,13:30,CZX Changzhou,NX108,Air Macau,2h 30m,2026-02-13T21:15:56.550741
2026-07-25,MFM,departure,13:30,NNG Nanning,NX332,Air Macau,1h 25m,2026-02-13T21:15:56.687192
2026-07-25,MFM,departure,13:40,SHA Shanghai,FM818,Shanghai Airlines,2h 30m,2026-02-13T21:15:56.821662
2026-07-25,MFM,departure,13:50,ICN Seoul,7C6002,Jeju Air,3h 45m,2026-02-13T21:15:56.961424
2026-07-25,MFM,departure,14:10,ICN Seoul,KE2016,Korean Air,3h 50m,2026-02-13T21:15:57.092124
2026-07-25,MFM,departure,14:15,DMK Bangkok,FD763,Thai AirAsia,2h 45m,2026-02-13T21:15:57.222675
2026-07-25,MFM,departure,14:35,KUL Kuala Lumpur,AK189,AirAsia,3h 55m,2026-02-13T21:15:57.359747
2026-07-25,MFM,departure,14:45,NKG Nanjing,MU9798,China Eastern,2h 35m,2026-02-13T21:15:57.489436
2026-07-25,MFM,departure,14:45,DMK Bangkok,SL373,Thai Lion Air,2h 40m,2026-02-13T21:15:57.621750
2026-07-25,MFM,departure,15:00,XMN Xiamen,MF8682,XiamenAir,1h 20m,2026-02-13T21:15:57.753916
2026-07-25,MFM,departure,15:20,PEK Beijing,NX10,Air Macau,3h 20m,2026-02-13T21:15:57.886206
2026-07-25,MFM,departure,15:55,PKX Beijing,CZ6082,China Southern,3h 15m,2026-02-13T21:15:58.020166
2026-07-25,MFM,departure,16:45,PVG Shanghai,MU2008,China Eastern,2h 35m,2026-02-13T21:15:58.173361
2026-07-25,MFM,departure,16:50,WUX Wuxi,MU2962,China Eastern,2h 30m,2026-02-13T21:15:58.311160
2026-07-25,MFM,departure,17:15,PVG Shanghai,NX102,Air Macau,2h 30m,2026-02-13T21:15:58.445379
2026-07-25,MFM,departure,17:30,FOC Fuzhou,MF8672,XiamenAir,1h 50m,2026-02-13T21:15:58.582081
2026-07-25,MFM,departure,17:35,TPE Taipei,NX616,Air Macau,1h 40m,2026-02-13T21:15:58.717479
2026-07-25,MFM,departure,17:40,NKG Nanjing,ZH9090,Shenzhen Airlines,2h 30m,2026-02-13T21:15:58.850566
2026-07-25,MFM,departure,17:45,XMN Xiamen,NX132,Air Macau,1h 25m,2026-02-13T21:15:58.985917
2026-07-25,MFM,departure,17:50,PKX Beijing,MU2016,China Eastern,3h 5m,2026-02-13T21:15:59.119502
2026-07-25,MFM,departure,17:55,HGH Hangzhou,NX126,Air Macau,2h 30m,2026-02-13T21:15:59.250812
2026-07-25,MFM,departure,18:05,KWE Guiyang,NX372,Air Macau,1h 55m,2026-02-13T21:15:59.383180
